"","Genus","Species"
"Otu02116",NA,NA
"Otu02118",NA,"halocynthiae/italica"
"Otu02119","Loktanella","sediminum"
"Otu02120",NA,NA
"Otu02122",NA,NA
"Otu02123",NA,NA
"Otu02124",NA,NA
"Otu02125",NA,NA
"Otu02129",NA,NA
"Otu02130",NA,NA
"Otu02132",NA,NA
"Otu02133",NA,NA
"Otu02134",NA,NA
"Otu02136",NA,NA
"Otu02137",NA,NA
"Otu02138",NA,NA
"Otu02139",NA,NA
"Otu02140",NA,NA
"Otu02141",NA,NA
"Otu02142",NA,NA
"Otu02143",NA,NA
"Otu02144",NA,NA
"Otu02145",NA,NA
"Otu02146",NA,NA
"Otu02147",NA,NA
"Otu02148",NA,NA
"Otu02150",NA,NA
"Otu02151","Oceanobacillus","iheyensis/kimchii/oncorhynchi"
"Otu02155","Neisseria","cinerea/flavescens/lactamica/meningitidis/mucosa/perflava/subflava"
"Otu02156",NA,NA
"Otu02157",NA,NA
"Otu02158","Roseovarius","aquimarinus"
"Otu02159",NA,NA
"Otu02160",NA,NA
"Otu02161",NA,NA
"Otu02162",NA,NA
"Otu02163",NA,NA
"Otu02165",NA,NA
"Otu02166",NA,NA
"Otu02167",NA,NA
"Otu02168",NA,NA
"Otu02169",NA,NA
"Otu02170",NA,NA
"Otu02171",NA,NA
"Otu02173",NA,NA
"Otu02174","Pseudomonas","aeruginosa/corrugata/cremoricolorata/ficuserectae/fluorescens/oryzihabitans/plecoglossicida/protegens/putida/saponiphila/stutzeri/syringae"
"Otu02175",NA,NA
"Otu02176","Alcanivorax","borkumensis"
"Otu02177",NA,NA
"Otu02179",NA,NA
"Otu02180","Serinicoccus","marinus"
"Otu02181",NA,NA
"Otu02182",NA,NA
"Otu02183",NA,NA
"Otu02184","Brachybacterium","tyrofermentans"
"Otu02185",NA,NA
"Otu02186",NA,NA
"Otu02187",NA,NA
"Otu02188",NA,NA
"Otu02189","Pseudomonas","asuensis/lutea/luteola/zeshuii"
"Otu02190","Acinetobacter","baumannii/baylyi/indicus/lwoffii/radioresistens/soli/towneri"
"Otu02192",NA,NA
"Otu02193",NA,NA
"Otu02194",NA,NA
"Otu02195",NA,NA
"Otu02196",NA,NA
"Otu02198",NA,NA
"Otu02199",NA,NA
"Otu02200",NA,NA
"Otu02201",NA,NA
"Otu02202","Moraxella","canis/catarrhalis/porci"
"Otu02203",NA,NA
"Otu02204",NA,NA
"Otu02205",NA,NA
"Otu02206",NA,NA
"Otu02207","Sphingomonas","koreensis"
"Otu02208",NA,NA
"Otu02209",NA,NA
"Otu02210",NA,NA
"Otu02211",NA,NA
"Otu02212",NA,NA
"Otu02213","Tenacibaculum","amylolyticum/jejuense"
"Otu02214","Sporosarcina","aquimarina/ginsengisoli/globispora/koreensis/luteola/newyorkensis/pasteurii/psychrophila/saromensis/thermotolerans/ureae"
"Otu02215",NA,NA
"Otu02218","Anaerococcus","nagyae"
"Otu02219",NA,NA
"Otu02220",NA,NA
"Otu02221",NA,NA
"Otu02222",NA,NA
"Otu02224",NA,NA
"Otu02225",NA,NA
"Otu02226","Aureimonas","altamirensis"
"Otu02228","Psychrobacter","phenylpyruvicus/sanguinis"
"Otu02229",NA,NA
"Otu02230",NA,NA
"Otu02232",NA,NA
"Otu02233","Oligella","urethralis"
"Otu02234",NA,NA
"Otu02235",NA,NA
"Otu02237",NA,NA
"Otu02238","Salinicoccus","luteus/roseus"
"Otu02239",NA,NA
"Otu02240",NA,NA
"Otu02241",NA,NA
"Otu02242",NA,NA
"Otu02243","Pseudoxanthomonas","gei"
"Otu02244",NA,NA
"Otu02245","Bacillus","cellulasensis/halosaccharovorans/licheniformis/niabensis"
"Otu02247",NA,NA
"Otu02248",NA,NA
"Otu02249",NA,NA
"Otu02250",NA,NA
"Otu02251",NA,NA
"Otu02252",NA,NA
"Otu02253",NA,NA
"Otu02255",NA,NA
"Otu02258","Pelomonas","aquatica/puraquae/saccharophila"
"Otu02260",NA,NA
"Otu02261",NA,NA
"Otu02262",NA,NA
"Otu02263",NA,NA
"Otu02265",NA,NA
"Otu02266",NA,NA
"Otu02267",NA,NA
"Otu02268",NA,NA
"Otu02270",NA,NA
"Otu02272",NA,NA
"Otu02273",NA,NA
"Otu02274",NA,NA
"Otu02275",NA,NA
"Otu02276",NA,NA
"Otu02277",NA,NA
"Otu02278",NA,NA
"Otu02281",NA,NA
"Otu02282",NA,NA
"Otu02283",NA,NA
"Otu02285",NA,NA
"Otu02286",NA,NA
"Otu02287",NA,NA
"Otu02288",NA,NA
"Otu02289",NA,NA
"Otu02290",NA,NA
"Otu02292",NA,NA
"Otu02295",NA,NA
"Otu02296",NA,NA
"Otu02297",NA,NA
"Otu02298",NA,NA
"Otu02299",NA,NA
"Otu02300",NA,NA
"Otu02301",NA,NA
"Otu02302",NA,NA
"Otu02303",NA,NA
"Otu02305",NA,NA
"Otu02306",NA,NA
"Otu02308",NA,NA
"Otu02310",NA,NA
"Otu02311",NA,NA
"Otu02312",NA,NA
"Otu02314",NA,NA
"Otu02315",NA,NA
"Otu02316",NA,NA
"Otu02317",NA,NA
"Otu02318",NA,NA
"Otu02319",NA,NA
"Otu02320",NA,NA
"Otu02321",NA,NA
"Otu02322",NA,NA
"Otu02324",NA,NA
"Otu02325",NA,NA
"Otu02326",NA,NA
"Otu02327",NA,NA
"Otu02328",NA,NA
"Otu02329","Thermoanaerobacterium","aotearoense/butyriciformans/calidifontis/thermosaccharolyticum/thermostercoris/thermosulfurigenes/xylanolyticum"
"Otu02330",NA,NA
"Otu02331",NA,NA
"Otu02332",NA,NA
"Otu02333",NA,NA
"Otu02334",NA,NA
"Otu02335",NA,"atlantica/mobilis/scottomollicae/stellata"
"Otu02336",NA,NA
"Otu02337",NA,NA
"Otu02338",NA,NA
"Otu02339",NA,NA
"Otu02341",NA,NA
"Otu02342",NA,NA
"Otu02343",NA,NA
"Otu02344",NA,NA
"Otu02346",NA,NA
"Otu02347",NA,NA
"Otu02348",NA,NA
"Otu02350",NA,NA
"Otu02351",NA,NA
"Otu02354",NA,NA
"Otu02356",NA,NA
"Otu02357",NA,NA
"Otu02358",NA,NA
"Otu02359",NA,NA
"Otu02360",NA,NA
"Otu02361",NA,NA
"Otu02363",NA,NA
"Otu02364",NA,NA
"Otu02365",NA,NA
"Otu02366",NA,NA
"Otu02367",NA,NA
"Otu02369","Mesonia","mobilis"
"Otu02371","Methylobacterium","hispanicum"
"Otu02372",NA,NA
"Otu02373",NA,NA
"Otu02374",NA,NA
"Otu02375",NA,NA
"Otu02376",NA,NA
"Otu02377",NA,NA
"Otu02378",NA,NA
"Otu02379",NA,NA
"Otu02381",NA,NA
"Otu02382",NA,NA
"Otu02383",NA,NA
"Otu02384",NA,NA
"Otu02385","Arenimonas","donghaensis"
"Otu02386",NA,NA
"Otu02388",NA,NA
"Otu02389",NA,NA
"Otu02390",NA,NA
"Otu02391",NA,NA
"Otu02392",NA,NA
"Otu02393",NA,NA
"Otu02394",NA,NA
"Otu02395","Anaerococcus","mediterraneensis/murdochii"
"Otu02397",NA,NA
"Otu02398",NA,NA
"Otu02399",NA,NA
"Otu02400",NA,NA
"Otu02401",NA,NA
"Otu02402",NA,NA
"Otu02403","Flavobacterium","beibuense/rakeshii"
"Otu02404",NA,NA
"Otu02405",NA,NA
"Otu02406",NA,NA
"Otu02407",NA,NA
"Otu02410",NA,NA
"Otu02412","Microvirga","aerilata/flocculans/lupini"
"Otu02413",NA,NA
"Otu02414",NA,NA
"Otu02415",NA,NA
"Otu02416",NA,NA
"Otu02417",NA,NA
"Otu02418",NA,NA
"Otu02419",NA,NA
"Otu02420",NA,NA
"Otu02421",NA,NA
"Otu02422",NA,NA
"Otu02424",NA,NA
"Otu02425",NA,NA
"Otu02426",NA,NA
"Otu02427",NA,NA
"Otu02428",NA,NA
"Otu02429",NA,NA
"Otu02430",NA,NA
"Otu02431",NA,NA
"Otu02433",NA,NA
"Otu02434",NA,NA
"Otu02435",NA,NA
"Otu02436",NA,NA
"Otu02438","Ornithinibacter","aureus"
"Otu02439",NA,NA
"Otu02440",NA,NA
"Otu02441",NA,NA
"Otu02442",NA,NA
"Otu02443",NA,NA
"Otu02445",NA,NA
"Otu02447",NA,NA
"Otu02449",NA,NA
"Otu02450",NA,NA
"Otu02451",NA,NA
"Otu02452",NA,NA
"Otu02453",NA,NA
"Otu02455",NA,NA
"Otu02457",NA,NA
"Otu02458",NA,NA
"Otu02459",NA,NA
"Otu02460",NA,NA
"Otu02461",NA,NA
"Otu02462",NA,NA
"Otu02463",NA,NA
"Otu02467",NA,NA
"Otu02469",NA,NA
"Otu02470","Bacillus","niacini"
"Otu02472",NA,NA
"Otu02473",NA,NA
"Otu02474",NA,NA
"Otu02475",NA,NA
"Otu02477",NA,NA
"Otu02478",NA,NA
"Otu02479",NA,NA
"Otu02481",NA,NA
"Otu02482",NA,NA
"Otu02483",NA,NA
"Otu02484","Bacillus","badius/coagulans"
"Otu02487",NA,NA
"Otu02488",NA,NA
"Otu02489",NA,NA
"Otu02491",NA,NA
"Otu02492",NA,NA
"Otu02495",NA,NA
"Otu02496",NA,NA
"Otu02497",NA,NA
"Otu02503",NA,NA
"Otu02504",NA,NA
"Otu02506",NA,NA
"Otu02507",NA,NA
"Otu02508",NA,NA
"Otu02509","Halodesulfovibrio","marinisediminis/spirochaetisodalis"
"Otu02510",NA,NA
"Otu02511",NA,NA
"Otu02512","Flammeovirga","yaeyamensis"
"Otu02513",NA,NA
"Otu02514",NA,NA
"Otu02515",NA,NA
"Otu02516","Methylophilus","flavus/freyburgensis/leisingeri/luteus/methylotrophus/rhizosphaerae"
"Otu02517",NA,NA
"Otu02518",NA,NA
"Otu02519","Nocardioides","exalbidus/fulvus/ganghwensis/hwasunensis/maritimus/oleivorans"
"Otu02520",NA,NA
"Otu02521",NA,NA
"Otu02522",NA,NA
"Otu02523",NA,"atlanticus/batsensis/isoalkanivorans"
"Otu02524",NA,NA
"Otu02525",NA,NA
"Otu02526",NA,NA
"Otu02527",NA,NA
"Otu02528",NA,NA
"Otu02529",NA,NA
"Otu02530",NA,NA
"Otu02531",NA,NA
"Otu02532",NA,NA
"Otu02534",NA,NA
"Otu02536",NA,NA
"Otu02537",NA,NA
"Otu02538",NA,NA
"Otu02539",NA,NA
"Otu02540",NA,NA
"Otu02541",NA,NA
"Otu02542",NA,NA
"Otu02545",NA,NA
"Otu02546",NA,NA
"Otu02547",NA,NA
"Otu02548",NA,NA
"Otu02550",NA,NA
"Otu02551",NA,NA
"Otu02553","Gardnerella","vaginalis"
"Otu02554",NA,NA
"Otu02555",NA,NA
"Otu02556",NA,NA
"Otu02557",NA,NA
"Otu02559",NA,NA
"Otu02562",NA,NA
"Otu02564",NA,NA
"Otu02565","Haematomicrobium","sanguinis"
"Otu02566","Ahrensia","kielensis/marina"
"Otu02567",NA,NA
"Otu02568",NA,NA
"Otu02569",NA,NA
"Otu02570",NA,NA
"Otu02571",NA,NA
"Otu02572",NA,NA
"Otu02573","Rothia","dentocariosa"
"Otu02574",NA,NA
"Otu02576",NA,NA
"Otu02577","Methylobacterium","komagatae"
"Otu02578","Streptococcus","alactolyticus/equinus/gallolyticus/macedonicus/pasteuri/pasteurianus/thermophilus"
"Otu02580","Anoxybacillus","flavithermus"
"Otu02581",NA,NA
"Otu02582",NA,NA
"Otu02583",NA,"aquatilis/estrogenivorans/hunanensis/melonis/taxi"
"Otu02584",NA,NA
"Otu02585",NA,NA
"Otu02586",NA,NA
"Otu02587",NA,NA
"Otu02588",NA,NA
"Otu02590",NA,NA
"Otu02591",NA,NA
"Otu02592",NA,NA
"Otu02594",NA,NA
"Otu02595",NA,NA
"Otu02597",NA,NA
"Otu02598",NA,NA
"Otu02599",NA,NA
"Otu02600",NA,NA
"Otu02601",NA,NA
"Otu02602",NA,NA
"Otu02603",NA,NA
"Otu02604",NA,NA
"Otu02605",NA,NA
"Otu02606",NA,NA
"Otu02607",NA,NA
"Otu02608",NA,NA
"Otu02609",NA,NA
"Otu02610","Cohnella","yongneupensis"
"Otu02611",NA,NA
"Otu02612",NA,NA
"Otu02613","Actinoplanes","auranticolor/missouriensis/nipponensis"
"Otu02614",NA,NA
"Otu02615","Mycobacterium","abscessus/chelonae/fortuitum/franklinii/fuerthensis/immunogenum/kansasii/n./saopaulense"
"Otu02616",NA,NA
"Otu02617",NA,NA
"Otu02618",NA,NA
"Otu02619",NA,NA
"Otu02620",NA,NA
"Otu02621",NA,NA
"Otu02622","Fusobacterium","massiliense"
"Otu02623",NA,NA
"Otu02624",NA,NA
"Otu02625","Pseudomonas","aeruginosa/baetica/batumici/cannabina/chlororaphis/cinnamophila/fluorescens/fulva/fuscovaginae/granadensis/japonica/koreensis/moraviensis/putida/teessidea/veronii"
"Otu02626",NA,NA
"Otu02627",NA,NA
"Otu02630",NA,NA
"Otu02631",NA,NA
"Otu02632",NA,NA
"Otu02634",NA,NA
"Otu02635","Providencia","alcalifaciens/rettgeri/rustigianii/sneebia/stuartii/vermicola"
"Otu02636",NA,NA
"Otu02637","Pleomorphomonas","diazotrophica/koreensis/oryzae"
"Otu02638",NA,NA
"Otu02640","Methylobacterium","aquaticum/platani/tarhaniae"
"Otu02641",NA,NA
"Otu02642",NA,NA
"Otu02643",NA,NA
"Otu02645",NA,NA
"Otu02647",NA,NA
"Otu02648","Propionigenium","maris"
"Otu02649",NA,NA
"Otu02650",NA,NA
"Otu02651",NA,NA
"Otu02652",NA,NA
"Otu02653",NA,NA
"Otu02655",NA,NA
"Otu02656",NA,NA
"Otu02658","Phyllobacterium","bourgognense/brassicacearum/endophyticum/loti/myrsinacearum/sophorae/trifolii"
"Otu02662",NA,NA
"Otu02663",NA,NA
"Otu02664",NA,NA
"Otu02665",NA,NA
"Otu02666",NA,NA
"Otu02668",NA,NA
"Otu02670",NA,NA
"Otu02671",NA,NA
"Otu02672",NA,NA
"Otu02673",NA,NA
"Otu02676",NA,NA
"Otu02678",NA,NA
"Otu02679",NA,NA
"Otu02681","Meridianimaribacter","flavus"
"Otu02683",NA,NA
"Otu02684",NA,NA
"Otu02685",NA,NA
"Otu02686","Bacillus","cereus/firmus/hwajinpoensis/megaterium/oceanisediminis"
"Otu02687",NA,NA
"Otu02688",NA,NA
"Otu02689",NA,NA
"Otu02690",NA,NA
"Otu02693",NA,NA
"Otu02694",NA,NA
"Otu02695",NA,NA
"Otu02696",NA,NA
"Otu02698",NA,NA
"Otu02699",NA,NA
"Otu02700",NA,NA
"Otu02702",NA,NA
"Otu02703",NA,NA
"Otu02705",NA,NA
"Otu02708",NA,NA
"Otu02709",NA,NA
"Otu02710",NA,NA
"Otu02711",NA,NA
"Otu02713",NA,NA
"Otu02714",NA,NA
"Otu02715",NA,NA
"Otu02716",NA,NA
"Otu02717",NA,NA
"Otu02718",NA,NA
"Otu02719",NA,NA
"Otu02720",NA,NA
"Otu02721",NA,NA
"Otu02722","Phenylobacterium","koreense"
"Otu02723",NA,NA
"Otu02724",NA,NA
"Otu02725",NA,NA
"Otu02726",NA,NA
"Otu02727","Micromonospora","costi/echinospora/olivasterospora/pallida/rosaria"
"Otu02728",NA,NA
"Otu02729",NA,NA
"Otu02730",NA,NA
"Otu02732",NA,NA
"Otu02733",NA,NA
"Otu02738",NA,NA
"Otu02739",NA,NA
"Otu02740",NA,NA
"Otu02741","Sphingomonas","azotifigens/elodea/pituitosa/sanguinis/trueperi"
"Otu02742",NA,NA
"Otu02743",NA,NA
"Otu02745",NA,NA
"Otu02746",NA,NA
"Otu02747",NA,NA
"Otu02748",NA,NA
"Otu02749",NA,NA
"Otu02750",NA,NA
"Otu02751","Saccharopolyspora","dendranthemae/endophytica/flava/tripterygii"
"Otu02753",NA,NA
"Otu02754",NA,NA
"Otu02755",NA,NA
"Otu02757",NA,NA
"Otu02758",NA,NA
"Otu02759",NA,NA
"Otu02760",NA,NA
"Otu02761",NA,"arseniciresistens/paradoxus"
"Otu02762",NA,NA
"Otu02763",NA,NA
"Otu02764",NA,NA
"Otu02765",NA,NA
"Otu02766",NA,NA
"Otu02767",NA,NA
"Otu02768",NA,NA
"Otu02769",NA,NA
"Otu02770",NA,NA
"Otu02774",NA,NA
"Otu02775",NA,NA
"Otu02776","Prevotella","conceptionensis"
"Otu02777",NA,NA
"Otu02778",NA,NA
"Otu02779",NA,NA
"Otu02780","Sphingobacterium","hotanense"
"Otu02781",NA,NA
"Otu02782",NA,NA
"Otu02783",NA,NA
"Otu02784",NA,NA
"Otu02785",NA,NA
"Otu02786","Streptococcus","cristatus/gordonii/himalayensis/mitis/sanguinis"
"Otu02787",NA,NA
"Otu02788",NA,NA
"Otu02789","Peptoniphilus","lacrimalis"
"Otu02790",NA,NA
"Otu02791","Pseudomonas","balearica/stutzeri"
"Otu02792","Paracoccus","angustae/siganidrum"
"Otu02793",NA,NA
"Otu02794",NA,NA
"Otu02795",NA,NA
"Otu02797",NA,NA
"Otu02798",NA,NA
"Otu02799",NA,NA
"Otu02800",NA,NA
"Otu02801",NA,NA
"Otu02802",NA,NA
"Otu02803",NA,NA
"Otu02804",NA,NA
"Otu02805",NA,NA
"Otu02806",NA,NA
"Otu02807",NA,NA
"Otu02808","Limnobacter","thiooxidans"
"Otu02809",NA,NA
"Otu02810",NA,NA
"Otu02811","Vibrio","cidicii/navarrensis/pommerensis/vulnificus"
"Otu02812",NA,NA
"Otu02813",NA,NA
"Otu02814",NA,"ambifaria/anthina/arboris/bannensis/cenocepacia/cepacia/contaminans/endofungorum/gladioli/glumae/lata/mallei/metallica/paludis/pseudomallei/pyrrocinia/seminalis/stabilis/stagnalis/thailandensis/ubonensis"
"Otu02815",NA,NA
"Otu02816",NA,NA
"Otu02818",NA,NA
"Otu02819",NA,NA
"Otu02820","Haloferula","phyci"
"Otu02821",NA,NA
"Otu02824",NA,NA
"Otu02825",NA,NA
"Otu02826","Curtobacterium","H-ED12/MG-2011-13-CA/MG-2011-24-BE/MG-2011-27-AM/MG-2011-31-BS/MG-2011-34-BB/MG-2011-35-CO/MG-2011-52-BK/MG-2011-63-DB/MG-2011-8-BQ/albidum/ammoniigenes/citreum/flaccumfaciens/herbarum/luteum/oceanosedimentum/pusillum"
"Otu02827",NA,NA
"Otu02828","Aureimonas","phyllosphaerae"
"Otu02829",NA,NA
"Otu02830",NA,NA
"Otu02832",NA,NA
"Otu02833",NA,NA
"Otu02834",NA,NA
"Otu02835",NA,NA
"Otu02836","Idiomarina","atlantica/donghaiensis/homiensis/woesei"
"Otu02837",NA,NA
"Otu02838",NA,NA
"Otu02839",NA,NA
"Otu02841",NA,NA
"Otu02842",NA,NA
"Otu02843",NA,NA
"Otu02845",NA,NA
"Otu02846",NA,NA
"Otu02847",NA,NA
"Otu02849",NA,NA
"Otu02851",NA,NA
"Otu02852",NA,NA
"Otu02856",NA,NA
"Otu02858",NA,NA
"Otu02859","Halomonas","campisalis/salina/xiaochaidanensis"
"Otu02860",NA,NA
"Otu02862","Vibrio","campbellii/parahaemolyticus"
"Otu02863",NA,NA
"Otu02864",NA,NA
"Otu02866",NA,NA
"Otu02867",NA,NA
"Otu02868",NA,NA
"Otu02870",NA,NA
"Otu02871",NA,NA
"Otu02874",NA,NA
"Otu02875",NA,NA
"Otu02876",NA,NA
"Otu02877",NA,NA
"Otu02879",NA,NA
"Otu02880",NA,NA
"Otu02881",NA,NA
"Otu02882",NA,NA
"Otu02883",NA,NA
"Otu02885",NA,NA
"Otu02886",NA,NA
"Otu02887",NA,NA
"Otu02888",NA,NA
"Otu02891","Brevibacterium","H-BE7/avium/celere/iodinum/oceani/permense"
"Otu02894",NA,NA
"Otu02895",NA,NA
"Otu02896","Weissella","cibaria/viridescens"
"Otu02898",NA,NA
"Otu02900",NA,NA
"Otu02901",NA,NA
"Otu02902",NA,NA
"Otu02903","Vibrio","mexicanus"
"Otu02904",NA,NA
"Otu02905",NA,NA
"Otu02906",NA,NA
"Otu02907",NA,NA
"Otu02909",NA,NA
"Otu02910",NA,NA
"Otu02911",NA,NA
"Otu02912",NA,NA
"Otu02913",NA,NA
"Otu02914",NA,NA
"Otu02915",NA,NA
"Otu02916",NA,NA
"Otu02917","Jannaschia","cystaugens"
"Otu02919",NA,NA
"Otu02920",NA,NA
"Otu02922",NA,NA
"Otu02923",NA,NA
"Otu02924",NA,NA
"Otu02925",NA,NA
"Otu02927",NA,NA
"Otu02928",NA,NA
"Otu02929",NA,NA
"Otu02931",NA,NA
"Otu02933",NA,NA
"Otu02934",NA,NA
"Otu02935",NA,NA
"Otu02936",NA,NA
"Otu02937",NA,NA
"Otu02939",NA,NA
"Otu02940",NA,NA
"Otu02941",NA,NA
"Otu02942",NA,NA
"Otu02943",NA,NA
"Otu02944",NA,NA
"Otu02946",NA,NA
"Otu02948",NA,NA
"Otu02949",NA,NA
"Otu02950",NA,NA
"Otu02951",NA,NA
"Otu02952",NA,NA
"Otu02953",NA,NA
"Otu02954",NA,NA
"Otu02955",NA,NA
"Otu02956",NA,NA
"Otu02957","Selenomonas","lacticifex"
"Otu02960",NA,NA
"Otu02962",NA,NA
"Otu02963",NA,NA
"Otu02964",NA,NA
"Otu02967",NA,NA
"Otu02968",NA,NA
"Otu02969",NA,NA
"Otu02970",NA,NA
"Otu02971",NA,NA
"Otu02972",NA,NA
"Otu02974",NA,NA
"Otu02975",NA,"alba/atlantica/mediterraneus/phaeodactyli"
"Otu02976",NA,NA
"Otu02977",NA,NA
"Otu02978",NA,NA
"Otu02979",NA,NA
"Otu02980",NA,NA
"Otu02981",NA,NA
"Otu02982",NA,NA
"Otu02983",NA,NA
"Otu02985",NA,"jejuensis/multiseptatus"
"Otu02986",NA,NA
"Otu02987",NA,NA
"Otu02988",NA,NA
"Otu02989",NA,NA
"Otu02990",NA,NA
"Otu02991",NA,NA
"Otu02993",NA,NA
"Otu02994","Algicola","bacteriolytica"
"Otu02995",NA,NA
"Otu02996",NA,NA
"Otu02997",NA,NA
"Otu02998",NA,NA
"Otu02999",NA,NA
"Otu03000","Gramella","marina/portivictoriae"
"Otu03002",NA,NA
"Otu03003","Escherichia/Shigella","marmotae"
"Otu03004",NA,NA
"Otu03005",NA,NA
"Otu03006",NA,NA
"Otu03007",NA,NA
"Otu03008",NA,NA
"Otu03010",NA,NA
"Otu03011",NA,NA
"Otu03012",NA,NA
"Otu03013",NA,NA
"Otu03014",NA,NA
"Otu03015",NA,NA
"Otu03016",NA,NA
"Otu03017",NA,NA
"Otu03018",NA,NA
"Otu03019",NA,NA
"Otu03021",NA,NA
"Otu03022","Deinococcus","radiodurans"
"Otu03023",NA,NA
"Otu03024",NA,NA
"Otu03025",NA,NA
"Otu03026",NA,NA
"Otu03027","Devosia","ginsengisoli/humi/insulae"
"Otu03028",NA,NA
"Otu03029","Vibrio","fortis/mediterranei/vulnificus"
"Otu03030",NA,NA
"Otu03031",NA,NA
"Otu03033",NA,NA
"Otu03034",NA,NA
"Otu03035",NA,NA
"Otu03037",NA,NA
"Otu03038",NA,NA
"Otu03040",NA,NA
"Otu03041",NA,NA
"Otu03042",NA,NA
"Otu03043",NA,NA
"Otu03044",NA,NA
"Otu03045",NA,NA
"Otu03048","Parvularcula","bermudensis"
"Otu03049",NA,NA
"Otu03050",NA,NA
"Otu03052",NA,NA
"Otu03055",NA,NA
"Otu03057",NA,NA
"Otu03058",NA,NA
"Otu03059",NA,NA
"Otu03060",NA,NA
"Otu03061",NA,NA
"Otu03062","Erythrobacter","marinus"
"Otu03063",NA,NA
"Otu03064","Veillonella","atypica/dispar"
"Otu03065",NA,NA
"Otu03067",NA,NA
"Otu03068",NA,NA
"Otu03069",NA,NA
"Otu03070",NA,NA
"Otu03073",NA,NA
"Otu03074","Povalibacter","uvarum"
"Otu03075","Arthrobacter","alpinus/cryoconiti/cupressi/halodurans/psychrochitiniphilus/psychrolactophilus/rhombi/stackebrandtii"
"Otu03077",NA,NA
"Otu03078",NA,NA
"Otu03079",NA,NA
"Otu03080",NA,NA
"Otu03081",NA,NA
"Otu03082",NA,NA
"Otu03083",NA,NA
"Otu03084",NA,NA
"Otu03085","Vibrio","ishigakensis"
"Otu03087",NA,NA
"Otu03088",NA,NA
"Otu03089","Desulfosarcina","variabilis"
"Otu03090",NA,NA
"Otu03091","Porphyromonas","pasteri"
"Otu03092",NA,NA
"Otu03094",NA,NA
"Otu03095",NA,NA
"Otu03096",NA,NA
"Otu03097","Pseudoalteromonas","phenolica"
"Otu03098",NA,NA
"Otu03099","Sulfitobacter","dubius"
"Otu03100",NA,NA
"Otu03101",NA,NA
"Otu03105",NA,NA
"Otu03106",NA,NA
"Otu03107",NA,NA
"Otu03108",NA,NA
"Otu03109",NA,NA
"Otu03110",NA,NA
"Otu03111",NA,NA
"Otu03112",NA,NA
"Otu03113",NA,NA
"Otu03114",NA,NA
"Otu03115",NA,NA
"Otu03116",NA,NA
"Otu03117","Actinoallomurus","vinaceus"
"Otu03118",NA,NA
"Otu03120",NA,NA
"Otu03122",NA,NA
"Otu03123",NA,NA
"Otu03124","Streptococcus","equinus/gallolyticus/infantarius/lutetiensis"
"Otu03125",NA,NA
"Otu03126",NA,NA
"Otu03127","Pontibacter","actiniarum/aurantiacus/korlensis/odishensis"
"Otu03128",NA,NA
"Otu03129",NA,NA
"Otu03130",NA,NA
"Otu03131","Thermomonas","brevis"
"Otu03132",NA,NA
"Otu03134",NA,NA
"Otu03135","Halomonas","saudii"
"Otu03136",NA,NA
"Otu03137",NA,NA
"Otu03138",NA,NA
"Otu03139","Gordonia","didemni/hongkongensis/lacunae/terrae"
"Otu03140",NA,NA
"Otu03142",NA,NA
"Otu03143","Prevotella","melaninogenica"
"Otu03145",NA,NA
"Otu03148",NA,NA
"Otu03149",NA,NA
"Otu03150",NA,NA
"Otu03151",NA,NA
"Otu03152",NA,NA
"Otu03154",NA,NA
"Otu03155",NA,NA
"Otu03156",NA,NA
"Otu03157",NA,NA
"Otu03158",NA,NA
"Otu03159",NA,NA
"Otu03160",NA,NA
"Otu03161",NA,NA
"Otu03162",NA,NA
"Otu03163",NA,NA
"Otu03164",NA,NA
"Otu03166","Deinococcus","geothermalis"
"Otu03167",NA,NA
"Otu03168",NA,NA
"Otu03169",NA,NA
"Otu03170",NA,NA
"Otu03171",NA,NA
"Otu03172","Prevotella","intermedia"
"Otu03173","Jeotgalicoccus","coquinae/psychrophilus"
"Otu03174",NA,NA
"Otu03175",NA,NA
"Otu03177",NA,NA
"Otu03178",NA,NA
"Otu03179",NA,NA
"Otu03180",NA,NA
"Otu03181",NA,NA
"Otu03182",NA,NA
"Otu03183","Shewanella","surugensis"
"Otu03184","Sphingomonas","daechungensis"
"Otu03185",NA,NA
"Otu03186",NA,NA
"Otu03187",NA,NA
"Otu03188",NA,NA
"Otu03190",NA,NA
"Otu03191",NA,NA
"Otu03192",NA,NA
"Otu03193",NA,NA
"Otu03194",NA,NA
"Otu03195","Lactobacillus","crispatus/gasseri/helveticus/hominis/iatae/johnsonii/kefiranofaciens/prophage/taiwanensis"
"Otu03196",NA,NA
"Otu03197",NA,NA
"Otu03199",NA,NA
"Otu03200",NA,NA
"Otu03201",NA,NA
"Otu03202",NA,NA
"Otu03203",NA,NA
"Otu03206",NA,NA
"Otu03207",NA,NA
"Otu03208",NA,NA
"Otu03210",NA,NA
"Otu03211",NA,NA
"Otu03212",NA,NA
"Otu03216","Methylobacterium","rhodinum/salsuginis/suomiense"
"Otu03218",NA,NA
"Otu03219",NA,NA
"Otu03220",NA,NA
"Otu03221","Nocardia","abscessus/asiatica/asteroides/farcinica/higoensis/kroppenstedtii/otitidiscaviarum/shimofusensis"
"Otu03222",NA,NA
"Otu03223","Mycobacterium","anthracenicum/aubagnense"
"Otu03224",NA,NA
"Otu03225",NA,NA
"Otu03227",NA,NA
