"","Genus","Species"
"Otu05511",NA,NA
"Otu05512",NA,NA
"Otu05514",NA,NA
"Otu05515",NA,NA
"Otu05516",NA,NA
"Otu05517",NA,NA
"Otu05519",NA,NA
"Otu05520",NA,NA
"Otu05522",NA,NA
"Otu05523","Pseudonocardia","khuvsgulensis/rhizophila"
"Otu05525",NA,NA
"Otu05526",NA,NA
"Otu05529",NA,NA
"Otu05531",NA,NA
"Otu05532","Hyphomonas","atlantica/johnsonii"
"Otu05533",NA,NA
"Otu05536",NA,NA
"Otu05537",NA,NA
"Otu05538",NA,NA
"Otu05539",NA,NA
"Otu05540",NA,NA
"Otu05541","Pseudoxanthomonas","indica/mexicana"
"Otu05542",NA,NA
"Otu05543",NA,NA
"Otu05544",NA,NA
"Otu05545",NA,NA
"Otu05546",NA,NA
"Otu05549",NA,NA
"Otu05551",NA,NA
"Otu05552",NA,NA
"Otu05553",NA,NA
"Otu05556",NA,NA
"Otu05559",NA,NA
"Otu05560",NA,NA
"Otu05561",NA,NA
"Otu05562","Tepidimonas","taiwanensis"
"Otu05563",NA,NA
"Otu05564","Corynebacterium","maris"
"Otu05565",NA,NA
"Otu05568",NA,NA
"Otu05570",NA,NA
"Otu05571",NA,NA
"Otu05572",NA,NA
"Otu05574",NA,NA
"Otu05575",NA,NA
"Otu05576","Streptococcus","equinus/suis"
"Otu05577",NA,NA
"Otu05578",NA,NA
"Otu05579",NA,NA
"Otu05580",NA,NA
"Otu05581",NA,NA
"Otu05582",NA,NA
"Otu05583",NA,NA
"Otu05584",NA,NA
"Otu05585","Macrococcus","canis/caseolyticus/equipercicus/lamae"
"Otu05586",NA,NA
"Otu05588",NA,NA
"Otu05589",NA,NA
"Otu05590",NA,NA
"Otu05591",NA,NA
"Otu05592",NA,NA
"Otu05593",NA,NA
"Otu05595",NA,NA
"Otu05596","Novosphingobium","barchaimii/fluoreni"
"Otu05598",NA,NA
"Otu05600",NA,NA
"Otu05601",NA,NA
"Otu05603",NA,NA
"Otu05605",NA,NA
"Otu05606",NA,NA
"Otu05608",NA,NA
"Otu05610","Nocardioides","sediminis/terrigena"
"Otu05611",NA,NA
"Otu05614",NA,NA
"Otu05616",NA,NA
"Otu05617",NA,NA
"Otu05618",NA,NA
"Otu05619",NA,NA
"Otu05620",NA,NA
"Otu05621",NA,NA
"Otu05622",NA,NA
"Otu05623","Rubricoccus","marinus"
"Otu05624",NA,NA
"Otu05627",NA,NA
"Otu05628",NA,NA
"Otu05630",NA,NA
"Otu05631",NA,NA
"Otu05632",NA,NA
"Otu05633",NA,NA
"Otu05635",NA,NA
"Otu05636",NA,NA
"Otu05637",NA,NA
"Otu05638",NA,NA
"Otu05639",NA,NA
"Otu05640",NA,NA
"Otu05645",NA,NA
"Otu05646",NA,NA
"Otu05647",NA,NA
"Otu05648",NA,NA
"Otu05649",NA,NA
"Otu05650",NA,NA
"Otu05651",NA,NA
"Otu05652",NA,NA
"Otu05653",NA,NA
"Otu05656",NA,NA
"Otu05658",NA,NA
"Otu05660",NA,NA
"Otu05661",NA,NA
"Otu05663",NA,NA
"Otu05664",NA,NA
"Otu05665",NA,NA
"Otu05666","Corynebacterium","minutissimum/singulare/spheniscorum/variabile"
"Otu05667",NA,NA
"Otu05668",NA,NA
"Otu05669",NA,NA
"Otu05670",NA,NA
"Otu05671",NA,NA
"Otu05675",NA,NA
"Otu05676","Roseivivax","marinus"
"Otu05677",NA,NA
"Otu05678",NA,NA
"Otu05679",NA,NA
"Otu05680",NA,NA
"Otu05681",NA,NA
"Otu05682",NA,NA
"Otu05683","Lewinella","aquimaris"
"Otu05684",NA,NA
"Otu05685",NA,NA
"Otu05686",NA,NA
"Otu05687",NA,NA
"Otu05690",NA,NA
"Otu05691",NA,NA
"Otu05692",NA,NA
"Otu05694",NA,NA
"Otu05695",NA,NA
"Otu05696",NA,NA
"Otu05697",NA,NA
"Otu05698",NA,NA
"Otu05701",NA,NA
"Otu05703",NA,NA
"Otu05704",NA,NA
"Otu05705","Rhizobium","cellulosilyticum/massiliae/naphthalenivorans"
"Otu05706",NA,NA
"Otu05707",NA,NA
"Otu05708",NA,NA
"Otu05710",NA,NA
"Otu05711",NA,NA
"Otu05712",NA,NA
"Otu05713",NA,NA
"Otu05714",NA,NA
"Otu05715",NA,NA
"Otu05716",NA,NA
"Otu05717",NA,NA
"Otu05718",NA,NA
"Otu05721",NA,NA
"Otu05723",NA,NA
"Otu05724",NA,NA
"Otu05725",NA,NA
"Otu05729",NA,NA
"Otu05730",NA,NA
"Otu05731",NA,NA
"Otu05732",NA,NA
"Otu05734",NA,NA
"Otu05736",NA,NA
"Otu05737",NA,NA
"Otu05738",NA,NA
"Otu05739",NA,NA
"Otu05740",NA,NA
"Otu05741",NA,NA
"Otu05743",NA,NA
"Otu05744",NA,NA
"Otu05745",NA,NA
"Otu05747",NA,NA
"Otu05748",NA,NA
"Otu05750",NA,NA
"Otu05751",NA,NA
"Otu05752",NA,NA
"Otu05753",NA,NA
"Otu05756","Alicyclobacillus","acidocaldarius/mali"
"Otu05759",NA,NA
"Otu05760",NA,NA
"Otu05763",NA,NA
"Otu05764",NA,NA
"Otu05765",NA,NA
"Otu05767",NA,NA
"Otu05768","Sulfurovum","aggregans"
"Otu05769",NA,NA
"Otu05771",NA,NA
"Otu05772",NA,NA
"Otu05774","Mesoflavibacter","sabulilitoris/zeaxanthinifaciens"
"Otu05776",NA,NA
"Otu05778",NA,NA
"Otu05779",NA,NA
"Otu05781",NA,NA
"Otu05783",NA,NA
"Otu05784","Tropicibacter","naphthalenivorans"
"Otu05785",NA,NA
"Otu05786",NA,NA
"Otu05787",NA,NA
"Otu05788",NA,NA
"Otu05789",NA,NA
"Otu05792",NA,NA
"Otu05793",NA,NA
"Otu05796",NA,NA
"Otu05797",NA,NA
"Otu05798",NA,NA
"Otu05799",NA,NA
"Otu05800",NA,NA
"Otu05801",NA,NA
"Otu05802",NA,NA
"Otu05804",NA,NA
"Otu05806",NA,NA
"Otu05807",NA,NA
"Otu05808",NA,NA
"Otu05809",NA,NA
"Otu05810",NA,NA
"Otu05811",NA,NA
"Otu05812",NA,NA
"Otu05813",NA,NA
"Otu05816",NA,NA
"Otu05819",NA,NA
"Otu05820",NA,NA
"Otu05821",NA,NA
"Otu05822",NA,NA
"Otu05824",NA,NA
"Otu05830",NA,NA
"Otu05831",NA,NA
"Otu05832",NA,NA
"Otu05835",NA,NA
"Otu05837",NA,NA
"Otu05838",NA,NA
"Otu05839",NA,NA
"Otu05841",NA,NA
"Otu05842",NA,NA
"Otu05844",NA,NA
"Otu05845",NA,NA
"Otu05847",NA,NA
"Otu05848",NA,NA
"Otu05850",NA,NA
"Otu05851",NA,NA
"Otu05852",NA,NA
"Otu05853",NA,NA
"Otu05854",NA,NA
"Otu05855",NA,NA
"Otu05856",NA,NA
"Otu05857",NA,NA
"Otu05858",NA,NA
"Otu05859",NA,NA
"Otu05860",NA,NA
"Otu05861",NA,NA
"Otu05862",NA,NA
"Otu05863",NA,NA
"Otu05864",NA,NA
"Otu05865",NA,NA
"Otu05866",NA,NA
"Otu05868",NA,NA
"Otu05870",NA,NA
"Otu05871",NA,NA
"Otu05873",NA,NA
"Otu05874",NA,NA
"Otu05875",NA,NA
"Otu05876",NA,NA
"Otu05878",NA,NA
"Otu05879",NA,NA
"Otu05880",NA,NA
"Otu05882",NA,NA
"Otu05884",NA,NA
"Otu05885",NA,NA
"Otu05887",NA,NA
"Otu05888",NA,NA
"Otu05890",NA,NA
"Otu05891",NA,NA
"Otu05893",NA,NA
"Otu05894",NA,NA
"Otu05897",NA,NA
"Otu05899",NA,NA
"Otu05900",NA,NA
"Otu05901",NA,NA
"Otu05902",NA,NA
"Otu05903",NA,NA
"Otu05904",NA,NA
"Otu05906","Brevibacterium","pityocampae"
"Otu05908",NA,NA
"Otu05910",NA,NA
"Otu05911",NA,NA
"Otu05912",NA,NA
"Otu05914",NA,NA
"Otu05915",NA,NA
"Otu05916",NA,NA
"Otu05917",NA,NA
"Otu05918",NA,NA
"Otu05920",NA,NA
"Otu05921",NA,NA
"Otu05922",NA,NA
"Otu05923",NA,NA
"Otu05924",NA,NA
"Otu05925",NA,NA
"Otu05926",NA,NA
"Otu05927",NA,NA
"Otu05928",NA,NA
"Otu05929",NA,NA
"Otu05930",NA,NA
"Otu05932",NA,NA
"Otu05933",NA,NA
"Otu05934","Gardnerella","vaginalis"
"Otu05936",NA,NA
"Otu05937",NA,NA
"Otu05939",NA,NA
"Otu05942","Acetobacter","cerevisiae/malorum/orleanensis/pasteurianus/tropicalis"
"Otu05944","Leeuwenhoekiella","nanhaiensis"
"Otu05948",NA,NA
"Otu05949",NA,NA
"Otu05950","Dermabacter","jinjuensis"
"Otu05951",NA,NA
"Otu05953",NA,NA
"Otu05954",NA,NA
"Otu05956",NA,NA
"Otu05957",NA,NA
"Otu05958",NA,NA
"Otu05960","Brachybacterium","arcticum/faecium/ginsengisoli/paraconglomeratum/sacelli"
"Otu05961",NA,NA
"Otu05962",NA,NA
"Otu05963",NA,NA
"Otu05965",NA,NA
"Otu05966",NA,NA
"Otu05968",NA,NA
"Otu05969",NA,"asaccharophila/depolymerans/puraquae/saccharophila/toxinivorans"
"Otu05970",NA,NA
"Otu05974","Cellvibrio","fulvus"
"Otu05975",NA,NA
"Otu05976",NA,NA
"Otu05978",NA,NA
"Otu05979",NA,NA
"Otu05983",NA,NA
"Otu05986",NA,NA
"Otu05987",NA,NA
"Otu05988",NA,NA
"Otu05990",NA,NA
"Otu05991",NA,NA
"Otu05992",NA,NA
"Otu05993",NA,NA
"Otu05994",NA,NA
"Otu05995",NA,NA
"Otu05996",NA,NA
"Otu05998",NA,NA
"Otu05999",NA,NA
"Otu06000",NA,NA
"Otu06001",NA,NA
"Otu06002",NA,NA
"Otu06003",NA,NA
"Otu06004",NA,NA
"Otu06006",NA,NA
"Otu06007",NA,NA
"Otu06009",NA,NA
"Otu06010",NA,NA
"Otu06011",NA,NA
"Otu06012",NA,NA
"Otu06013",NA,NA
"Otu06014",NA,NA
"Otu06015",NA,NA
"Otu06016",NA,NA
"Otu06018",NA,NA
"Otu06019",NA,NA
"Otu06022",NA,NA
"Otu06024",NA,NA
"Otu06026",NA,NA
"Otu06027",NA,NA
"Otu06030",NA,NA
"Otu06032","Gramella","flava"
"Otu06033",NA,NA
"Otu06034",NA,NA
"Otu06035",NA,NA
"Otu06036",NA,NA
"Otu06038",NA,NA
"Otu06040",NA,NA
"Otu06041",NA,NA
"Otu06047",NA,NA
"Otu06048",NA,NA
"Otu06049",NA,NA
"Otu06050",NA,NA
"Otu06051",NA,NA
"Otu06052",NA,NA
"Otu06053","Kytococcus","sedentarius"
"Otu06054",NA,NA
"Otu06055",NA,NA
"Otu06056",NA,NA
"Otu06059",NA,NA
"Otu06060",NA,NA
"Otu06061",NA,NA
"Otu06062",NA,NA
"Otu06063",NA,NA
"Otu06065",NA,NA
"Otu06066",NA,NA
"Otu06067",NA,NA
"Otu06068",NA,NA
"Otu06069",NA,NA
"Otu06070",NA,NA
"Otu06071",NA,NA
"Otu06074","Williamsia","marianensis/muralis"
"Otu06077",NA,NA
"Otu06079",NA,NA
"Otu06084",NA,NA
"Otu06085",NA,NA
"Otu06087",NA,NA
"Otu06089",NA,NA
"Otu06090",NA,NA
"Otu06091",NA,NA
"Otu06093",NA,NA
"Otu06095",NA,NA
"Otu06096",NA,NA
"Otu06097",NA,NA
"Otu06098",NA,NA
"Otu06099",NA,NA
"Otu06100",NA,NA
"Otu06102",NA,NA
"Otu06104",NA,NA
"Otu06105",NA,NA
"Otu06106",NA,NA
"Otu06107",NA,NA
"Otu06111",NA,NA
"Otu06112",NA,NA
"Otu06113",NA,NA
"Otu06114","Caulobacter","henricii"
"Otu06115","Comamonas","terrigena"
"Otu06116","Corynebacterium","freneyi/xerosis"
"Otu06118",NA,NA
"Otu06120",NA,NA
"Otu06121",NA,NA
"Otu06122",NA,NA
"Otu06124",NA,NA
"Otu06125",NA,NA
"Otu06128",NA,NA
"Otu06130",NA,NA
"Otu06131",NA,NA
"Otu06133",NA,NA
"Otu06134",NA,NA
"Otu06136",NA,NA
"Otu06137",NA,NA
"Otu06140",NA,NA
"Otu06142",NA,NA
"Otu06143",NA,NA
"Otu06144",NA,NA
"Otu06145",NA,NA
"Otu06147","Caulobacter","fusiformis"
"Otu06148",NA,NA
"Otu06151",NA,NA
"Otu06152",NA,NA
"Otu06153",NA,NA
"Otu06154",NA,NA
"Otu06155",NA,NA
"Otu06156",NA,NA
"Otu06158",NA,"cellulosilyticum/smilacinae/vitis"
"Otu06159",NA,NA
"Otu06160",NA,NA
"Otu06161",NA,NA
"Otu06162",NA,NA
"Otu06164",NA,NA
"Otu06166",NA,NA
"Otu06167",NA,NA
"Otu06169",NA,NA
"Otu06171",NA,NA
"Otu06172",NA,NA
"Otu06173",NA,NA
"Otu06174",NA,NA
"Otu06175",NA,NA
"Otu06176",NA,NA
"Otu06177",NA,NA
"Otu06180",NA,NA
"Otu06181",NA,NA
"Otu06182",NA,NA
"Otu06185",NA,NA
"Otu06186",NA,NA
"Otu06187","Anaerococcus","prevotii/tetradius"
"Otu06189",NA,NA
"Otu06190",NA,NA
"Otu06191",NA,NA
"Otu06192",NA,NA
"Otu06193",NA,NA
"Otu06194",NA,NA
"Otu06196",NA,NA
"Otu06197",NA,NA
"Otu06198",NA,NA
"Otu06199",NA,NA
"Otu06200",NA,NA
"Otu06201",NA,NA
"Otu06202",NA,NA
"Otu06203",NA,NA
"Otu06204",NA,NA
"Otu06206",NA,NA
"Otu06208",NA,NA
"Otu06210","Arenimonas","daechungensis"
"Otu06211",NA,NA
"Otu06212",NA,NA
"Otu06213",NA,NA
"Otu06215",NA,NA
"Otu06216",NA,NA
"Otu06219",NA,NA
"Otu06220",NA,NA
"Otu06221","Novosphingobium","sediminicola"
"Otu06222",NA,NA
"Otu06223",NA,NA
"Otu06224",NA,NA
"Otu06225",NA,NA
"Otu06227",NA,NA
"Otu06228",NA,NA
"Otu06229",NA,NA
"Otu06231",NA,NA
"Otu06232",NA,NA
"Otu06233",NA,NA
"Otu06234",NA,NA
"Otu06235",NA,NA
"Otu06237",NA,NA
"Otu06238",NA,NA
"Otu06242",NA,NA
"Otu06243",NA,NA
"Otu06246",NA,NA
"Otu06247","Devosia","submarina"
"Otu06252",NA,NA
"Otu06254",NA,NA
"Otu06255",NA,NA
"Otu06258",NA,NA
"Otu06259",NA,NA
"Otu06260",NA,NA
"Otu06261",NA,NA
"Otu06262","Oceanimonas","baumannii/doudoroffii/smirnovii"
"Otu06264",NA,NA
"Otu06265",NA,NA
"Otu06266",NA,NA
"Otu06267",NA,NA
"Otu06268",NA,NA
"Otu06269",NA,NA
"Otu06270",NA,NA
"Otu06273",NA,NA
"Otu06274","Sporichthya","brevicatena/polymorpha"
"Otu06275","Pseudorhodoferax","aquiterrae/caeni"
"Otu06276",NA,NA
"Otu06278",NA,NA
"Otu06283",NA,NA
"Otu06284",NA,NA
"Otu06285",NA,NA
"Otu06288",NA,NA
"Otu06290",NA,NA
"Otu06291",NA,NA
"Otu06292",NA,NA
"Otu06294",NA,NA
"Otu06295",NA,NA
"Otu06298",NA,NA
"Otu06299",NA,NA
"Otu06301",NA,NA
"Otu06302",NA,NA
"Otu06303",NA,NA
"Otu06304","Sphingomonas","flava"
"Otu06305",NA,NA
"Otu06306",NA,NA
"Otu06307",NA,NA
"Otu06308",NA,NA
"Otu06309",NA,NA
"Otu06310",NA,NA
"Otu06311",NA,NA
"Otu06312",NA,NA
"Otu06313",NA,NA
"Otu06314",NA,NA
"Otu06317",NA,NA
"Otu06318",NA,NA
"Otu06319",NA,NA
"Otu06320",NA,NA
"Otu06321",NA,NA
"Otu06323",NA,NA
"Otu06324",NA,NA
"Otu06325","Streptomyces","achromogenes/akiyoshiensis/albidoflavus/alboflavus/albogriseolus/albus/alfalfae/ambofaciens/anandii/andamanensis/ansochromogenes/anthocyanicus/antibioticus/argenteolus/aurantiacus/aurantiogriseus/aureofaciens/aureoverticillatus/avidinii/bangladeshensis/bellus/brunneogriseus/cacaoi/caesius/carnosus/chartreusis/chattanoogensis/chromofuscus/cinereospinus/cinnamocastaneus/coelescens/coelicoflavus/coeruleofuscus/coeruleorubidus/coerulescens/collinus/costaricanus/cyanocolor/cyanogenus/daghestanicus/diastaticus/djakartensis/enissocaesilis/eurythermus/exfoliatus/fabae/finlayi/flaveolus/flaveus/flavofungini/flavorectus/flavotricini/fradiae/fulvissimus/fumigatiscleroticus/fungicidicus/galilaeus/geysiriensis/ghanaensis/globisporus/glomeratus/goshikiensis/gougerotii/graminearus/griseoaurantiacus/griseochromogenes/griseodotifer/griseorubens/griseoruber/griseus/heteromorphus/humiferus/intermedius/jietaisiensis/koyangensis/krainskii/lavenduligriseus/lazureus/levis/lienomycini/litmocidini/lividans/lomondensis/luteocolor/luteus/malachitospinus/malaysiense/maritimus/marokkonensis/minutiscleroticus/misionensis/muensis/multispiralis/mutabilis/nobilis/nogalater/olivaceus/olivochromogenes/olivoverticillatus/owasiensis/pactum/paradoxus/parvulus/paulus/phaeoluteichromatogenes/plicatus/purpurascens/radiopugnans/resistomycificus/rochei/ruber/rubrocyanodiastaticus/rubrogriseus/rutgersensis/sahachiroi/saprophyticus/sclerogranulatus/shandonggensis/silaceus/sioyaensis/somaliensis/spinoverrucosus/spiralis/tendae/thermocarboxydus/thermocoerulescens/thinghirensis/tricolor/vellosus/vinaceus/vinaceusdrappus/violaceochromogenes/violaceolatus/violaceoruber/violaceorubidus/violascens/viridochromogenes/viridodiastaticus/ziwulingensis"
"Otu06326",NA,NA
"Otu06327",NA,NA
"Otu06328",NA,NA
"Otu06329",NA,NA
"Otu06332",NA,NA
"Otu06333",NA,NA
"Otu06335",NA,NA
"Otu06336",NA,NA
"Otu06337",NA,NA
"Otu06339",NA,NA
"Otu06340",NA,NA
"Otu06341",NA,NA
"Otu06342",NA,NA
"Otu06344",NA,NA
"Otu06345",NA,NA
"Otu06346",NA,NA
"Otu06347",NA,NA
"Otu06348",NA,NA
"Otu06349",NA,NA
"Otu06350",NA,NA
"Otu06353",NA,NA
"Otu06355",NA,NA
"Otu06356",NA,NA
"Otu06361",NA,NA
"Otu06362",NA,NA
"Otu06363",NA,NA
"Otu06364",NA,NA
"Otu06365",NA,NA
"Otu06366",NA,NA
"Otu06367",NA,NA
"Otu06369",NA,NA
"Otu06370","Fusicatenibacter","saccharivorans"
"Otu06371",NA,NA
"Otu06372",NA,NA
"Otu06376",NA,NA
"Otu06377",NA,NA
"Otu06379",NA,NA
"Otu06380",NA,NA
"Otu06383",NA,NA
"Otu06384",NA,NA
"Otu06385",NA,NA
"Otu06387",NA,NA
"Otu06388",NA,NA
"Otu06389",NA,NA
"Otu06391",NA,NA
"Otu06392",NA,NA
"Otu06393",NA,NA
"Otu06394",NA,NA
"Otu06396","Ilumatobacter","fluminis"
"Otu06397","Croceibacter","atlanticus"
"Otu06399",NA,NA
"Otu06400",NA,NA
"Otu06402",NA,NA
"Otu06405",NA,NA
"Otu06408",NA,NA
"Otu06411",NA,NA
"Otu06416",NA,NA
"Otu06417",NA,NA
"Otu06418",NA,NA
"Otu06419",NA,NA
"Otu06420",NA,NA
"Otu06421",NA,NA
"Otu06423",NA,NA
"Otu06424",NA,NA
"Otu06425",NA,NA
"Otu06426",NA,NA
"Otu06427",NA,NA
"Otu06428",NA,NA
"Otu06431",NA,NA
"Otu06432",NA,NA
"Otu06433",NA,NA
"Otu06434",NA,NA
"Otu06436",NA,NA
"Otu06438",NA,NA
"Otu06440",NA,NA
"Otu06441",NA,NA
"Otu06442",NA,NA
"Otu06443",NA,NA
"Otu06444",NA,NA
"Otu06445",NA,NA
"Otu06446",NA,NA
"Otu06447",NA,NA
"Otu06448",NA,NA
"Otu06449","Luteimonas","abyssi/aestuarii/terrae"
"Otu06450",NA,NA
"Otu06451",NA,NA
"Otu06454",NA,NA
"Otu06455",NA,NA
"Otu06456",NA,NA
"Otu06457",NA,NA
"Otu06458",NA,NA
"Otu06459",NA,NA
"Otu06461",NA,NA
"Otu06463",NA,NA
"Otu06465",NA,NA
"Otu06466",NA,NA
"Otu06467",NA,NA
"Otu06470",NA,NA
"Otu06472",NA,NA
"Otu06473",NA,NA
"Otu06474",NA,NA
"Otu06476",NA,NA
"Otu06477",NA,NA
"Otu06478",NA,NA
"Otu06479",NA,NA
"Otu06480",NA,NA
"Otu06484",NA,NA
"Otu06485",NA,NA
"Otu06486",NA,NA
"Otu06487",NA,NA
"Otu06489",NA,NA
"Otu06490",NA,NA
"Otu06492",NA,NA
"Otu06493",NA,NA
"Otu06494",NA,NA
"Otu06495",NA,NA
"Otu06496",NA,NA
"Otu06498",NA,NA
"Otu06499",NA,NA
"Otu06503",NA,"aggregatum/daejeonense/ipomoeae/rosettiformans/vitis"
"Otu06504",NA,NA
"Otu06506",NA,NA
"Otu06507",NA,NA
"Otu06508",NA,NA
"Otu06512",NA,NA
"Otu06513",NA,NA
"Otu06514",NA,NA
"Otu06515",NA,NA
"Otu06516",NA,NA
"Otu06517",NA,NA
"Otu06518",NA,NA
"Otu06519",NA,NA
"Otu06521","Mycobacterium","arceuilense/boenickei/conceptionense/cosmeticum/farcinogenes/fluoranthenivorans/fortuitum/goodii/houstonense/lutetiense/mageritense/montmartrense/neoaurum/neworleansense/parafortuitum/peregrinum/porcinum/senegalense/septicum/setense/smegmatis/vulneris"
"Otu06523",NA,NA
"Otu06524",NA,NA
"Otu06525",NA,NA
"Otu06526",NA,NA
"Otu06527",NA,NA
"Otu06529",NA,NA
"Otu06530","Clostridium","butyricum"
"Otu06531",NA,NA
"Otu06532",NA,NA
"Otu06536",NA,NA
"Otu06537",NA,NA
"Otu06538",NA,NA
"Otu06539",NA,NA
"Otu06541","Cloacibacterium","haliotis"
"Otu06543",NA,NA
"Otu06544",NA,NA
"Otu06545",NA,NA
"Otu06546",NA,NA
"Otu06547",NA,NA
"Otu06549","Microbulbifer","epialgicus/gwangyangensis"
"Otu06551",NA,NA
"Otu06555",NA,NA
"Otu06557",NA,NA
"Otu06558",NA,NA
"Otu06559",NA,NA
"Otu06560",NA,NA
"Otu06563","Cupriavidus","campinensis/pauculus/plantarum/respiraculi/taiwanensis"
"Otu06564",NA,NA
"Otu06566",NA,NA
"Otu06568",NA,NA
"Otu06569",NA,NA
"Otu06570",NA,NA
"Otu06571",NA,NA
"Otu06572",NA,NA
"Otu06573",NA,NA
"Otu06574",NA,NA
"Otu06576",NA,NA
"Otu06577",NA,NA
"Otu06578","Rothia","arfidiae/endophytica/marina"
"Otu06580",NA,NA
"Otu06582","Promicromonospora","aerolata/vindobonensis/xylanilytica"
"Otu06583",NA,NA
"Otu06584",NA,NA
"Otu06585",NA,NA
"Otu06586","Tetrasphaera","elongata"
"Otu06589",NA,NA
"Otu06590",NA,NA
"Otu06592",NA,NA
"Otu06593",NA,NA
"Otu06594",NA,NA
"Otu06595",NA,NA
"Otu06596",NA,NA
"Otu06599",NA,NA
"Otu06600",NA,NA
"Otu06603",NA,NA
"Otu06604",NA,NA
"Otu06606",NA,NA
"Otu06607",NA,NA
"Otu06608",NA,NA
"Otu06609",NA,NA
"Otu06612",NA,NA
"Otu06614",NA,NA
"Otu06616",NA,NA
"Otu06618",NA,NA
"Otu06619",NA,NA
"Otu06620",NA,NA
"Otu06621",NA,NA
"Otu06622",NA,NA
"Otu06623","Pseudomonas","abietaniphila/alcaligenes/coleopterorum/graminis/lutea/marginalis/putida/rhizosphaerae/syringae/viridiflava/vranovensis"
"Otu06625",NA,NA
"Otu06626",NA,NA
"Otu06627",NA,NA
"Otu06628",NA,NA
"Otu06629",NA,NA
"Otu06631",NA,NA
"Otu06632",NA,NA
"Otu06634",NA,NA
"Otu06635",NA,NA
"Otu06636",NA,NA
"Otu06637",NA,NA
"Otu06638",NA,NA
"Otu06639",NA,NA
"Otu06641",NA,NA
"Otu06642","Filifactor","alocis"
"Otu06645",NA,NA
"Otu06646",NA,NA
"Otu06647",NA,"celer/indica/marina/nigricans"
"Otu06650",NA,NA
"Otu06651",NA,NA
"Otu06652",NA,NA
"Otu06653",NA,NA
"Otu06654",NA,NA
"Otu06655",NA,NA
"Otu06656",NA,NA
"Otu06657",NA,NA
"Otu06658",NA,NA
"Otu06659",NA,NA
"Otu06660",NA,NA
"Otu06661",NA,"caeruleus/cinnamomea/ferrugineum/lichenis/violaceus"
"Otu06662",NA,NA
"Otu06663",NA,NA
"Otu06664",NA,NA
"Otu06665",NA,NA
"Otu06668",NA,NA
"Otu06669",NA,NA
"Otu06671",NA,NA
"Otu06672",NA,NA
"Otu06673",NA,NA
"Otu06674",NA,NA
"Otu06678",NA,NA
"Otu06680",NA,NA
"Otu06682",NA,NA
"Otu06684",NA,NA
"Otu06685",NA,NA
"Otu06686",NA,NA
"Otu06689",NA,NA
"Otu06690",NA,NA
"Otu06691",NA,NA
"Otu06693",NA,NA
"Otu06694",NA,NA
"Otu06695",NA,NA
"Otu06697",NA,NA
"Otu06698",NA,NA
"Otu06700",NA,NA
"Otu06702",NA,NA
"Otu06703",NA,NA
"Otu06704",NA,NA
"Otu06705",NA,NA
"Otu06706",NA,NA
"Otu06707",NA,NA
"Otu06710",NA,NA
"Otu06711",NA,NA
"Otu06712",NA,NA
"Otu06713",NA,NA
"Otu06714",NA,NA
"Otu06715",NA,NA
"Otu06716",NA,NA
"Otu06718",NA,NA
"Otu06719",NA,NA
"Otu06720",NA,NA
"Otu06721",NA,NA
"Otu06722",NA,NA
"Otu06723",NA,NA
"Otu06724",NA,NA
"Otu06725","Rheinheimera","arenilitoris/chironomi"
"Otu06726",NA,NA
"Otu06727",NA,NA
"Otu06728",NA,NA
"Otu06729",NA,NA
"Otu06731",NA,NA
"Otu06732",NA,NA
"Otu06733","Faecalitalea","cylindroides"
"Otu06739",NA,NA
"Otu06740",NA,NA
"Otu06742",NA,NA
"Otu06743",NA,NA
"Otu06747","Rothia","amarae"
"Otu06748",NA,NA
"Otu06749",NA,NA
"Otu06752",NA,NA
"Otu06753",NA,NA
"Otu06754",NA,NA
"Otu06756",NA,NA
"Otu06757",NA,NA
"Otu06759",NA,NA
"Otu06762",NA,NA
"Otu06763",NA,NA
"Otu06764",NA,NA
"Otu06765",NA,NA
"Otu06766",NA,NA
"Otu06769",NA,NA
"Otu06770",NA,NA
"Otu06772",NA,NA
"Otu06773",NA,NA
"Otu06777",NA,NA
"Otu06779",NA,NA
"Otu06781",NA,NA
"Otu06782",NA,NA
"Otu06783",NA,NA
"Otu06784",NA,NA
"Otu06785","Rhodopirellula","baltica/europaea"
"Otu06787",NA,NA
"Otu06788",NA,NA
"Otu06789","Sphingomicrobium","astaxanthinifaciens"
"Otu06790",NA,NA
"Otu06792",NA,NA
"Otu06794",NA,NA
"Otu06795",NA,NA
"Otu06796",NA,NA
"Otu06797",NA,NA
"Otu06802",NA,NA
"Otu06803",NA,NA
"Otu06804",NA,NA
"Otu06805",NA,NA
"Otu06806",NA,NA
"Otu06807",NA,NA
"Otu06808",NA,NA
"Otu06810",NA,NA
"Otu06811",NA,NA
"Otu06813",NA,NA
"Otu06816",NA,NA
"Otu06817",NA,NA
"Otu06818",NA,NA
"Otu06819",NA,NA
"Otu06821",NA,NA
"Otu06822",NA,NA
"Otu06823",NA,NA
"Otu06827",NA,NA
"Otu06828",NA,NA
"Otu06829",NA,NA
"Otu06836",NA,NA
"Otu06838",NA,NA
"Otu06840",NA,NA
"Otu06841",NA,NA
"Otu06844",NA,NA
"Otu06846",NA,NA
"Otu06848","Enterococcus","faecalis"
"Otu06849",NA,NA
"Otu06850","Rheinheimera","tangshanensis"
"Otu06854",NA,NA
"Otu06855",NA,NA
