sample_name,tag.id,colony.color,depth.ft,samp.date,colonyDNA.id,UNIQUEID,land_ocean,sample_num,sensor_num,octo_num,samp_loc,sub_loc,branch_loc,branch_plate,sample.name,dom,cd_few,location,loc_samp_nam,dups,sample type
D5,972,Orange,4,7/16/19,D,D5,Ocean,5,NA,,Plate,edge,,B,D5,D,,Plate edge,Plate edge_D5,,sample
D6,972,Orange,4,7/16/19,D,D6,Ocean,6,NA,,Plate,underside,,B,D6,D,,Plate underside,Plate underside_D6,,sample
D7,972,Orange,4,7/16/19,D,D7,Ocean,7,2,Octo_5,Deepest,,,,D7,D,,Deepest,Deepest_D7,,sample
D8,972,Orange,4,7/16/19,D,D8,Ocean,8,3,Octo_5,Lowest,,,,D8,D,,Lowest,Lowest_D8,,sample
D9,972,Orange,4,7/16/19,D,D9,Land,9,NA,,Branch,tip,,C,D9,D,,Branch tip,Branch tip_D9,,sample
DNA_NTC1,,,,,,,,,,,,,,,,,,,,,NTC
DNA_NTC2,,,,,,,,,,,,,,,,,,,,,NTC
E1,971,Brown,5,7/16/19,E,E1,Ocean,1,0,Octo_4,Branch,tip,,A,E1,C,,Branch tip,Branch tip_E1,,sample
E10,971,Brown,5,7/16/19,E,E10,Land,10,NA,,Branch,mid,Outer,C,E10,C,,Branch mid,Branch mid_E10,,sample
E11,971,Brown,5,7/16/19,E,E11,Land,11,NA,,Branch,base,Outer,C,E11,C,,Branch base,Branch base_E11,,sample
E12,971,Brown,5,7/16/19,E,E12,Land,12,4,Octo_4,Branch,tip,,D,E12,C,,Branch tip,Branch tip_E12,,sample
E13,971,Brown,5,7/16/19,E,E13,Land,13,NA,,Branch,mid,Inner,D,E13,C,,Branch mid,Branch mid_E13,,sample
E14,971,Brown,5,7/16/19,E,E14,Land,14,5,Octo_4,Branch,base,Inner,D,E14,C,,Branch base,Branch base_E14,,sample
E15,971,Brown,5,7/16/19,E,E15,Land,15,2,Octo_4,Deepest,,,,E15,C,,Deepest,Deepest_E15,,sample
E16,971,Brown,5,7/16/19,E,E16,Land,16,7,Octo_4,Lowest,,,,E16,C,,Lowest,Lowest_E16,,sample
