TagID,Colony Color,Depth.ft,Samp.Date,ColonyDNA.ID,UNIQUEID,Land_Ocean,SampleNum,SampLoc,Sub.loc,BranchLoc,Sample_name,Zoox,CD_few,Location,LocSamp
962,Brown,8,7/30/19,P,P2,Ocean,2,Branch  ,mid,Outer,P2,C,,Branch mid,Branch mid_P2
962,Brown,8,7/30/19,P,P3,Ocean,3,Branch  ,base,Outer,P3,C,,Branch base,Branch base_P3
962,Brown,8,7/30/19,P,P4,Ocean,4,Plate ,top,,P4,C,,Plate top,Plate top_P4
962,Brown,8,7/30/19,P,P5,Ocean,5,Plate ,edge,,P5,C,,Plate edge,Plate edge_P5
962,Brown,8,7/30/19,P,P6,Ocean,6,Plate ,underside,,P6,C,,Plate underside,Plate underside_P6
962,Brown,8,7/30/19,P,P7,Ocean,7,Deepest,,,P7,C,,Deepest,Deepest_P7
962,Brown,8,7/30/19,P,P8,Ocean,8,Lowest,,,P8,C,,Lowest,Lowest_P8
962,Brown,8,7/30/19,P,P9,Land,9,Branch ,tip,,P9,C,,Branch tip,Branch tip_P9
962,Brown,8,7/30/19,P,P10,Land,10,Branch  ,mid,Inner,P10,C,,Branch mid,Branch mid_P10
962,Brown,8,7/30/19,P,P11,Land,11,Branch  ,base,Outer,P11,C,,Branch base,Branch base_P11
962,Brown,8,7/30/19,P,P12,Land,12,Plate ,top,,P12,C,,Plate top,Plate top_P12
962,Brown,8,7/30/19,P,P13,Land,13,Plate ,edge,,P13,C,,Plate edge,Plate edge_P13
962,Brown,8,7/30/19,P,P14,Land,14,Plate ,underside,,P14,C,,Plate underside,Plate underside_P14
962,Brown,8,7/30/19,P,P15,Land,15,Deepest,,,P15,C,,Deepest,Deepest_P15
962,Brown,8,7/30/19,P,P16,Land,16,Lowest,,,P16,C,,Lowest,Lowest_P16
957,Brown,,7/30/19,Q,Q1,Ocean,1,Branch ,tip,,Q1,CD,,Branch tip,Branch tip_Q1
957,Brown,,7/30/19,Q,Q2,Ocean,2,Branch  ,mid,Inner,Q2,CD,,Branch mid,Branch mid_Q2
957,Brown,,7/30/19,Q,Q3,Ocean,3,Branch  ,base,Outer,Q3,CD,,Branch base,Branch base_Q3
957,Brown,,7/30/19,Q,Q4,Ocean,4,Branch ,tip,,Q4,CD,,Branch tip,Branch tip_Q4
957,Brown,,7/30/19,Q,Q5,Ocean,5,Branch  ,mid,Inner,Q5,CD,,Branch mid,Branch mid_Q5
957,Brown,,7/30/19,Q,Q6,Ocean,6,Branch  ,base,Outer,Q6,CD,,Branch base,Branch base_Q6
957,Brown,,7/30/19,Q,Q7,Ocean,7,Deepest,,,Q7,CD,,Deepest,Deepest_Q7
957,Brown,,7/30/19,Q,Q8,Ocean,8,Lowest,,,Q8,CD,,Lowest,Lowest_Q8
957,Brown,,7/30/19,Q,Q9,Land,9,Branch ,tip,,Q9,CD,,Branch tip,Branch tip_Q9
957,Brown,,7/30/19,Q,Q10,Land,10,Branch  ,mid,Inner,Q10,CD,,Branch mid,Branch mid_Q10
957,Brown,,7/30/19,Q,Q11,Land,11,Branch  ,base,Outer,Q11,CD,,Branch base,Branch base_Q11
957,Brown,,7/30/19,Q,Q12,Land,12,Branch ,tip,,Q12,CD,,Branch tip,Branch tip_Q12
957,Brown,,7/30/19,Q,Q13,Land,13,Branch  ,mid,Inner,Q13,CD,,Branch mid,Branch mid_Q13
957,Brown,,7/30/19,Q,Q14,Land,14,Branch  ,base,Outer,Q14,CD,,Branch base,Branch base_Q14
957,Brown,,7/30/19,Q,Q15,Land,15,Deepest,,,Q15,CD,,Deepest,Deepest_Q15
957,Brown,,7/30/19,Q,Q16,Land,16,Lowest,,,Q16,CD,,Lowest,Lowest_Q16
945,Orange,9,7/31/19,R,R1,Ocean,1,Branch ,tip,,R1,C,,Branch tip,Branch tip_R1
945,Orange,9,7/31/19,R,R2,Ocean,2,Branch  ,mid,Outer,R2,C,,Branch mid,Branch mid_R2
945,Orange,9,7/31/19,R,R3,Ocean,3,Branch  ,base,Inner,R3,C,,Branch base,Branch base_R3
945,Orange,9,7/31/19,R,R4,Ocean,4,Branch ,tip,,R4,C,,Branch tip,Branch tip_R4
945,Orange,9,7/31/19,R,R5,Ocean,5,Branch  ,mid,Inner,R5,C,,Branch mid,Branch mid_R5
945,Orange,9,7/31/19,R,R6,Ocean,6,Branch  ,base,Outer,R6,C,,Branch base,Branch base_R6
945,Orange,9,7/31/19,R,R7,Ocean,7,Deepest,,,R7,C,,Deepest,Deepest_R7
945,Orange,9,7/31/19,R,R8,Ocean,8,Lowest,,,R8,C,,Lowest,Lowest_R8
945,Orange,9,7/31/19,R,R9,Land,9,Branch ,tip,,R9,C,,Branch tip,Branch tip_R9
945,Orange,9,7/31/19,R,R10,Land,10,Branch  ,mid,Outer,R10,C,,Branch mid,Branch mid_R10
945,Orange,9,7/31/19,R,R11,Land,11,Branch  ,base,Inner,R11,C,,Branch base,Branch base_R11
945,Orange,9,7/31/19,R,R12,Land,12,Branch ,tip,,R12,C,,Branch tip,Branch tip_R12
945,Orange,9,7/31/19,R,R13,Land,13,Branch  ,mid,Inner,R13,C,,Branch mid,Branch mid_R13
945,Orange,9,7/31/19,R,R14,Land,14,Branch  ,base,Outer,R14,C,,Branch base,Branch base_R14
945,Orange,9,7/31/19,R,R15,Land,15,Deepest,,,R15,C,,Deepest,Deepest_R15
945,Orange,9,7/31/19,R,R16,Land,16,Lowest,,,R16,C,,Lowest,Lowest_R16
960,Brown,6,7/31/19,S,S1,Ocean,1,Branch ,tip,,S1,C,,Branch tip,Branch tip_S1
960,Brown,6,7/31/19,S,S2,Ocean,2,Branch  ,mid,Outer,S2,C,,Branch mid,Branch mid_S2
960,Brown,6,7/31/19,S,S3,Ocean,3,Branch  ,base,Outer,S3,C,,Branch base,Branch base_S3
960,Brown,6,7/31/19,S,S4,Ocean,4,Branch ,tip,,S4,C,,Branch tip,Branch tip_S4
960,Brown,6,7/31/19,S,S5,Ocean,5,Branch  ,mid,Outer,S5,C,,Branch mid,Branch mid_S5
960,Brown,6,7/31/19,S,S6,Ocean,6,Branch  ,base,Inner,S6,C,,Branch base,Branch base_S6
960,Brown,6,7/31/19,S,S7,Ocean,7,Deepest,,,S7,C,,Deepest,Deepest_S7
960,Brown,6,7/31/19,S,S8,Ocean,8,Lowest,,,S8,C,,Lowest,Lowest_S8
960,Brown,6,7/31/19,S,S9,Land,9,Branch ,tip,,S9,C,,Branch tip,Branch tip_S9
960,Brown,6,7/31/19,S,S10,Land,10,Branch  ,mid,Outer,S10,C,,Branch mid,Branch mid_S10
960,Brown,6,7/31/19,S,S11,Land,11,Branch  ,base,Inner,S11,C,,Branch base,Branch base_S11
960,Brown,6,7/31/19,S,S12,Land,12,Branch ,tip,,S12,C,,Branch tip,Branch tip_S12
960,Brown,6,7/31/19,S,S13,Land,13,Branch  ,mid,Outer,S13,C,,Branch mid,Branch mid_S13
960,Brown,6,7/31/19,S,S14,Land,14,Branch  ,base,Outer,S14,C,,Branch base,Branch base_S14
960,Brown,6,7/31/19,S,S16,Land,16,Lowest,,,S16,C,,Lowest,Lowest_S16
960,Brown,6,7/31/19,S,S15,Land,15,Deepest,,,S15,C,,Deepest,Deepest_S15
976,Orange,8,8/1/19,T,T1,Ocean,1,Branch ,tip,,T1,D,,Branch tip,Branch tip_T1
976,Orange,8,8/1/19,T,T2,Ocean,2,Branch  ,mid,Outer,T2,D,,Branch mid,Branch mid_T2
976,Orange,8,8/1/19,T,T3,Ocean,3,Branch  ,base,Outer,T3,D,,Branch base,Branch base_T3
976,Orange,8,8/1/19,T,T4,Ocean,4,Branch ,tip,,T4,D,,Branch tip,Branch tip_T4
976,Orange,8,8/1/19,T,T5,Ocean,5,Branch  ,mid,Outer,T5,D,,Branch mid,Branch mid_T5
976,Orange,8,8/1/19,T,T6,Ocean,6,Branch  ,base,Outer,T6,D,,Branch base,Branch base_T6
976,Orange,8,8/1/19,T,T7,Ocean,7,Deepest,,,T7,D,,Deepest,Deepest_T7
976,Orange,8,8/1/19,T,T8,Ocean,8,Lowest,,,T8,D,,Lowest,Lowest_T8
976,Orange,8,8/1/19,T,T9,Land,9,Branch ,tip,,T9,D,,Branch tip,Branch tip_T9
976,Orange,8,8/1/19,T,T10,Land,10,Branch  ,mid,Inner,T10,D,,Branch mid,Branch mid_T10
976,Orange,8,8/1/19,T,T11,Land,11,Branch  ,base,Outer,T11,D,,Branch base,Branch base_T11
976,Orange,8,8/1/19,T,T12,Land,12,Branch ,tip,,T12,D,,Branch tip,Branch tip_T12
976,Orange,8,8/1/19,T,T13,Land,13,Branch  ,mid,Outer,T13,D,,Branch mid,Branch mid_T13
976,Orange,8,8/1/19,T,T14,Land,14,Branch  ,base,Outer,T14,D,,Branch base,Branch base_T14
976,Orange,8,8/1/19,T,T15,Land,15,Deepest,,,T15,D,,Deepest,Deepest_T15
976,Orange,8,8/1/19,T,T16,Land,16,Lowest,,,T16,D,,Lowest,Lowest_T16
985,Brown,6,8/1/19,U,U1,Ocean,1,Branch ,tip,,U1,CD,,Branch tip,Branch tip_U1
985,Brown,6,8/1/19,U,U2,Ocean,2,Branch  ,mid,Outer,U2,CD,,Branch mid,Branch mid_U2
985,Brown,6,8/1/19,U,U3,Ocean,3,Branch  ,base,Outer,U3,CD,,Branch base,Branch base_U3
985,Brown,6,8/1/19,U,U4,Ocean,4,Plate ,top,,U4,CD,,Plate top,Plate top_U4
985,Brown,6,8/1/19,U,U5,Ocean,5,Plate ,edge,,U5,CD,,Plate edge,Plate edge_U5
985,Brown,6,8/1/19,U,U6,Ocean,6,Plate ,underside,,U6,CD,,Plate underside,Plate underside_U6
985,Brown,6,8/1/19,U,U7,Ocean,7,Deepest,,,U7,CD,,Deepest,Deepest_U7
985,Brown,6,8/1/19,U,U8,Ocean,8,Lowest,,,U8,CD,,Lowest,Lowest_U8
985,Brown,6,8/1/19,U,U9,Land,9,Branch ,tip,,U9,CD,,Branch tip,Branch tip_U9
985,Brown,6,8/1/19,U,U10,Land,10,Branch  ,mid,Inner,U10,CD,,Branch mid,Branch mid_U10
985,Brown,6,8/1/19,U,U11,Land,11,Branch  ,base,Inner,U11,CD,,Branch base,Branch base_U11
985,Brown,6,8/1/19,U,U12,Land,12,Plate ,top,,U12,CD,,Plate top,Plate top_U12
985,Brown,6,8/1/19,U,U13,Land,13,Plate ,edge,,U13,CD,,Plate edge,Plate edge_U13
985,Brown,6,8/1/19,U,U14,Land,14,Plate ,underside,,U14,CD,,Plate underside,Plate underside_U14
985,Brown,6,8/1/19,U,U15,Land,15,Deepest,,,U15,CD,,Deepest,Deepest_U15
985,Brown,6,8/1/19,U,U16,Land,16,Lowest,,,U16,CD,,Lowest,Lowest_U16
964,Brown,8,8/5/19,V,V1,Ocean,1,Branch ,tip,,V1,CD,,Branch tip,Branch tip_V1
964,Brown,8,8/5/19,V,V2,Ocean,2,Branch  ,mid,Inner,V2,CD,,Branch mid,Branch mid_V2
964,Brown,8,8/5/19,V,V3,Ocean,3,Branch  ,base,Outer,V3,CD,,Branch base,Branch base_V3
964,Brown,8,8/5/19,V,V4,Ocean,4,Plate ,top,,V4,CD,,Plate top,Plate top_V4
964,Brown,8,8/5/19,V,V5,Ocean,5,Plate ,edge,,V5,CD,,Plate edge,Plate edge_V5
964,Brown,8,8/5/19,V,V6,Ocean,6,Plate ,underside,,V6,CD,,Plate underside,Plate underside_V6
964,Brown,8,8/5/19,V,V7,Ocean,7,Deepest,,,V7,CD,,Deepest,Deepest_V7
964,Brown,8,8/5/19,V,V8,Ocean,8,Lowest,,,V8,CD,,Lowest,Lowest_V8
964,Brown,8,8/5/19,V,V9,Land,9,Branch ,tip,,V9,CD,,Branch tip,Branch tip_V9
964,Brown,8,8/5/19,V,V10,Land,10,Branch  ,mid,Outer,V10,CD,,Branch mid,Branch mid_V10
964,Brown,8,8/5/19,V,V11,Land,11,Branch  ,base,Inner,V11,CD,,Branch base,Branch base_V11
964,Brown,8,8/5/19,V,V12,Land,12,Plate ,top,,V12,CD,,Plate top,Plate top_V12
964,Brown,8,8/5/19,V,V13,Land,13,Plate ,edge,,V13,CD,,Plate edge,Plate edge_V13
964,Brown,8,8/5/19,V,V14,Land,14,Plate ,underside,,V14,CD,,Plate underside,Plate underside_V14
964,Brown,8,8/5/19,V,V15,Land,15,Deepest,,,V15,CD,,Deepest,Deepest_V15
964,Brown,8,8/5/19,V,V16,Land,16,Lowest,,,V16,CD,,Lowest,Lowest_V16
959,Orange,6,8/5/19,W,W1,Ocean,1,Branch ,tip,,W1,CD,,Branch tip,Branch tip_W1
959,Orange,6,8/5/19,W,W2,Ocean,2,Branch  ,mid,Inner,W2,CD,,Branch mid,Branch mid_W2
959,Orange,6,8/5/19,W,W3,Ocean,3,Branch  ,base,Outer,W3,CD,,Branch base,Branch base_W3
959,Orange,6,8/5/19,W,W4,Ocean,4,Branch ,tip,,W4,CD,,Branch tip,Branch tip_W4
959,Orange,6,8/5/19,W,W5,Ocean,5,Branch  ,mid,Outer,W5,CD,,Branch mid,Branch mid_W5
959,Orange,6,8/5/19,W,W6,Ocean,6,Branch  ,base,Inner,W6,CD,,Branch base,Branch base_W6
959,Orange,6,8/5/19,W,W7,Ocean,7,Deepest,,,W7,CD,,Deepest,Deepest_W7
959,Orange,6,8/5/19,W,W8,Ocean,8,Lowest,,,W8,CD,,Lowest,Lowest_W8
959,Orange,6,8/5/19,W,W9,Land,9,Branch ,tip,,W9,CD,,Branch tip,Branch tip_W9
959,Orange,6,8/5/19,W,W10,Land,10,Branch  ,mid,Inner,W10,CD,,Branch mid,Branch mid_W10
959,Orange,6,8/5/19,W,W11,Land,11,Branch  ,base,Outer,W11,CD,,Branch base,Branch base_W11
959,Orange,6,8/5/19,W,W12,Land,12,Branch ,tip,,W12,CD,,Branch tip,Branch tip_W12
959,Orange,6,8/5/19,W,W13,Land,13,Branch  ,mid,Inner,W13,CD,,Branch mid,Branch mid_W13
959,Orange,6,8/5/19,W,W14,Land,14,Branch  ,base,Outer,W14,CD,,Branch base,Branch base_W14
959,Orange,6,8/5/19,W,W15,Land,15,Deepest,,,W15,CD,,Deepest,Deepest_W15
959,Orange,6,8/5/19,W,W16,Land,16,Lowest,,,W16,CD,,Lowest,Lowest_W16
980,Brown,6,8/6/19,X,X1,Ocean,1,Branch ,tip,,X1,CD,,Branch tip,Branch tip_X1
980,Brown,6,8/6/19,X,X2,Ocean,2,Branch  ,mid,Outer,X2,CD,,Branch mid,Branch mid_X2
980,Brown,6,8/6/19,X,X3,Ocean,3,Branch  ,base,Inner,X3,CD,,Branch base,Branch base_X3
980,Brown,6,8/6/19,X,X4,Ocean,4,Plate ,tip,,X4,CD,,Plate top,Plate top_X4
980,Brown,6,8/6/19,X,X5,Ocean,13,Plate ,edge,,X5,CD,,Plate edge,Plate edge_X5
980,Brown,6,8/6/19,X,X6,Ocean,5,Plate ,underside,,X6,CD,,Plate underside,Plate underside_X6
980,Brown,6,8/6/19,X,X7,Ocean,6,Deepest,,,X7,CD,,Deepest,Deepest_X7
980,Brown,6,8/6/19,X,X8,Ocean,7,Lowest,,,X8,CD,,Lowest,Lowest_X8
980,Brown,6,8/6/19,X,X9,Land,8,Branch ,tip,,X9,CD,,Branch tip,Branch tip_X9
980,Brown,6,8/6/19,X,X10,Land,9,Branch  ,edge,Inner,X10,CD,,Branch mid,Branch mid_X10
980,Brown,6,8/6/19,X,X11,Land,10,Branch  ,underside,Outer,X11,CD,,Branch base,Branch base_X11
980,Brown,6,8/6/19,X,X12,Land,11,Plate ,top,,X12,CD,,Plate top,Plate top_X12
980,Brown,6,8/6/19,X,X13,Land,12,Plate ,edge,,X13,CD,,Plate edge,Plate edge_X13
980,Brown,6,8/6/19,X,X14,Land,14,Plate ,underside,,X14,CD,,Plate underside,Plate underside_X14
980,Brown,6,8/6/19,X,X15,Land,15,Deepest,,,X15,CD,,Deepest,Deepest_X15
980,Brown,6,8/6/19,X,X16,Land,16,Lowest,,,X16,CD,,Lowest,Lowest_X16
