TagID,Colony Color,Depth.ft,Samp.Date,ColonyDNA.ID,UNIQUEID,Land_Ocean,SampleNum,SampLoc,Sub.loc,BranchLoc,Sample_name,Zoox,CD_few,Location,LocSamp
967,Orange,7,7/22/19,L,L5,Ocean,5,Branch  ,mid,Outer,L5,C,,Branch mid,Branch mid_L5
967,Orange,7,7/22/19,L,L6,Ocean,6,Branch  ,base,Outer,L6,C,,Branch base,Branch base_L6
967,Orange,7,7/22/19,L,L7,Ocean,7,Deepest,,,L7,C,,Deepest,Deepest_L7
967,Orange,7,7/22/19,L,L8,Ocean,8,Lowest,,,L8,C,,Lowest,Lowest_L8
967,Orange,7,7/22/19,L,L9,Land,9,Branch ,tip,,L9,C,,Branch tip,Branch tip_L9
967,Orange,7,7/22/19,L,L10,Land,10,Branch  ,mid,Outer,L10,C,,Branch mid,Branch mid_L10
967,Orange,7,7/22/19,L,L11,Land,11,Branch  ,base,Outer,L11,C,,Branch base,Branch base_L11
967,Orange,7,7/22/19,L,L12,Land,12,Branch ,tip,,L12,C,,Branch tip,Branch tip_L12
967,Orange,7,7/22/19,L,L13,Land,13,Branch  ,mid,Outer,L13,C,,Branch mid,Branch mid_L13
967,Orange,7,7/22/19,L,L14,Land,14,Branch  ,base,Inner,L14,C,,Branch base,Branch base_L14
967,Orange,7,7/22/19,L,L15,Land,15,Deepest,,,L15,C,,Deepest,Deepest_L15
967,Orange,7,7/22/19,L,L16,Land,16,Lowest,,,L16,C,,Lowest,Lowest_L16
983,Brown,8,7/22/19,M,M1,Ocean,1,Branch ,tip,,M1,C,,Branch tip,Branch tip_M1
983,Brown,8,7/22/19,M,M2,Ocean,2,Branch  ,mid,Outer,M2,C,,Branch mid,Branch mid_M2
983,Brown,8,7/22/19,M,M3,Ocean,3,Branch  ,base,Inner,M3,C,,Branch base,Branch base_M3
983,Brown,8,7/22/19,M,M4,Ocean,4,Branch ,tip,,M4,C,,Branch tip,Branch tip_M4
983,Brown,8,7/22/19,M,M5,Ocean,5,Branch  ,mid,Outer,M5,C,,Branch mid,Branch mid_M5
983,Brown,8,7/22/19,M,M6,Ocean,6,Branch  ,base,Outer,M6,C,,Branch base,Branch base_M6
983,Brown,8,7/22/19,M,M7,Ocean,7,Deepest,,,M7,C,,Deepest,Deepest_M7
983,Brown,8,7/22/19,M,M8,Ocean,8,Lowest,,,M8,C,,Lowest,Lowest_M8
983,Brown,8,7/22/19,M,M9,Land,9,Branch ,tip,,M9,C,,Branch tip,Branch tip_M9
983,Brown,8,7/22/19,M,M10,Land,10,Branch  ,mid,Outer,M10,C,,Branch mid,Branch mid_M10
983,Brown,8,7/22/19,M,M11,Land,11,Branch  ,base,Outer,M11,C,,Branch base,Branch base_M11
983,Brown,8,7/22/19,M,M12,Land,12,Branch ,tip,,M12,C,,Branch tip,Branch tip_M12
983,Brown,8,7/22/19,M,M13,Land,13,Branch  ,mid,Inner,M13,C,,Branch mid,Branch mid_M13
983,Brown,8,7/22/19,M,M14,Land,14,Branch  ,base,Outer,M14,C,,Branch base,Branch base_M14
983,Brown,8,7/22/19,M,M15,Land,15,Deepest,,,M15,C,,Deepest,Deepest_M15
983,Brown,8,7/22/19,M,M16,Land,16,Lowest,,,M16,C,,Lowest,Lowest_M16
974,Brown,15,7/23/19,N,N1,Ocean,1,Branch ,tip,,N1,CD,Few,Branch tip,Branch tip_N1
974,Brown,15,7/23/19,N,N2,Ocean,2,Branch  ,mid,Outer,N2,CD,Few,Branch mid,Branch mid_N2
974,Brown,15,7/23/19,N,N3,Ocean,3,Branch  ,base,Outer,N3,CD,Few,Branch base,Branch base_N3
974,Brown,15,7/23/19,N,N4,Ocean,4,Plate ,top,,N4,CD,Few,Plate top,Plate top_N4
974,Brown,15,7/23/19,N,N5,Ocean,5,Plate ,edge,,N5,CD,Few,Plate edge,Plate edge_N5
974,Brown,15,7/23/19,N,N6,Ocean,6,Plate ,underside,,N6,CD,Few,Plate underside,Plate underside_N6
974,Brown,15,7/23/19,N,N7,Ocean,7,Deepest,,,N7,CD,Few,Deepest,Deepest_N7
974,Brown,15,7/23/19,N,N8,Ocean,8,Lowest,,,N8,CD,Few,Lowest,Lowest_N8
974,Brown,15,7/23/19,N,N9,Land,9,Branch ,tip,,N9,CD,Few,Branch tip,Branch tip_N9
974,Brown,15,7/23/19,N,N10,Land,10,Branch  ,mid,Outer,N10,CD,Few,Branch mid,Branch mid_N10
974,Brown,15,7/23/19,N,N11,Land,11,Branch  ,base,Inner,N11,CD,Few,Branch base,Branch base_N11
974,Brown,15,7/23/19,N,N12,Land,12,Plate ,top,,N12,CD,Few,Plate top,Plate top_N12
974,Brown,15,7/23/19,N,N13,Land,13,Plate ,edge,,N13,CD,Few,Plate edge,Plate edge_N13
974,Brown,15,7/23/19,N,N14,Land,14,Plate ,underside,,N14,CD,Few,Plate underside,Plate underside_N14
974,Brown,15,7/23/19,N,N15,Land,15,Deepest,,,N15,CD,Few,Deepest,Deepest_N15
974,Brown,15,7/23/19,N,N16,Land,16,Lowest,,,N16,CD,Few,Lowest,Lowest_N16
984,Orange,9,7/23/19,O,O1,Ocean,1,Branch ,tip,,O1,D,,Branch tip,Branch tip_O1
984,Orange,9,7/23/19,O,O2,Ocean,2,Branch  ,mid,Inner,O2,D,,Branch mid,Branch mid_O2
984,Orange,9,7/23/19,O,O3,Ocean,3,Branch  ,base,Inner,O3,D,,Branch base,Branch base_O3
984,Orange,9,7/23/19,O,O4,Ocean,4,Branch ,tip,,O4,D,,Branch tip,Branch tip_O4
984,Orange,9,7/23/19,O,O5,Ocean,5,Branch  ,mid,Outer,O5,D,,Branch mid,Branch mid_O5
984,Orange,9,7/23/19,O,O6,Ocean,6,Branch  ,base,Inner,O6,D,,Branch base,Branch base_O6
984,Orange,9,7/23/19,O,O7,Ocean,7,Deepest,,,O7,D,,Deepest,Deepest_O7
984,Orange,9,7/23/19,O,O8,Ocean,8,Lowest,,,O8,D,,Lowest,Lowest_O8
984,Orange,9,7/23/19,O,O9,Land,9,Branch ,tip,,O9,D,,Branch tip,Branch tip_O9
984,Orange,9,7/23/19,O,O10,Land,10,Branch  ,mid,Outer,O10,D,,Branch mid,Branch mid_O10
984,Orange,9,7/23/19,O,O11,Land,11,Branch  ,base,Outer,O11,D,,Branch base,Branch base_O11
984,Orange,9,7/23/19,O,O12,Land,12,Branch ,tip,,O12,D,,Branch tip,Branch tip_O12
984,Orange,9,7/23/19,O,O13,Land,13,Branch  ,mid,Outer,O13,D,,Branch mid,Branch mid_O13
984,Orange,9,7/23/19,O,O14,Land,14,Branch  ,base,Outer,O14,D,,Branch base,Branch base_O14
984,Orange,9,7/23/19,O,O15,Land,15,Deepest,,,O15,D,,Deepest,Deepest_O15
984,Orange,9,7/23/19,O,O16,Land,16,Lowest,,,O16,D,,Lowest,Lowest_O16
962,Brown,8,7/30/19,P,P1,Ocean,1,Branch ,tip,,P1,C,,Branch tip,Branch tip_P1
