	0-RawData	1-FilterAndTrim	2-ErrorModel	3.1-Dereplication	3.2-Denoising	4-ESV	5-MultipleSequenceAlignment	6-ChimeraRemoval	7-PreClassification	8-Clustering_97	9-TaxaFilter_97	10-MultipletonsFilter_97	11-Subsampling_97	12-Lulu_97
PLATEV_H_9	341	153	153	153 (120 uniques)	110 (6 uniques)	61 (2 uniques)	61 (2 uniques)	61 (2 uniques)	61 (2 uniques)	61 (2 uniques)	61 (2 uniques)	61 (2 uniques)	/	/
PLATEIII_A_12	5032	3625	3625	3625 (1245 uniques)	3530 (21 uniques)	3453 (15 uniques)	3429 (14 uniques)	3429 (14 uniques)	3429 (14 uniques)	3429 (11 uniques)	3427 (10 uniques)	3427 (10 uniques)	3000 (10 uniques)	3000 (10 uniques)
PLATEIV_H_1	165081	152294	152294	152294 (31319 uniques)	151695 (196 uniques)	148793 (322 uniques)	148759 (290 uniques)	143216 (122 uniques)	143216 (122 uniques)	143216 (20 uniques)	143216 (20 uniques)	143216 (20 uniques)	3000 (10 uniques)	3000 (9 uniques)
PLATEVI_F_7	5238	4649	4649	4649 (1627 uniques)	4593 (18 uniques)	4480 (15 uniques)	4480 (14 uniques)	4480 (14 uniques)	4480 (14 uniques)	4480 (12 uniques)	4458 (10 uniques)	4458 (10 uniques)	3000 (10 uniques)	3000 (10 uniques)
PLATEVI_G_2	9002	5699	5699	5699 (2149 uniques)	5664 (21 uniques)	5587 (17 uniques)	5587 (15 uniques)	5587 (15 uniques)	5587 (15 uniques)	5587 (10 uniques)	5587 (10 uniques)	5587 (10 uniques)	3000 (10 uniques)	3000 (10 uniques)
PLATEVI_G_7	6373	5756	5756	5756 (2114 uniques)	5680 (22 uniques)	5580 (20 uniques)	5580 (18 uniques)	5580 (18 uniques)	5580 (18 uniques)	5580 (11 uniques)	5059 (10 uniques)	5059 (10 uniques)	3000 (10 uniques)	3000 (10 uniques)
PLATEVI_D_12	52916	47806	47806	47806 (19064 uniques)	47743 (174 uniques)	46986 (198 uniques)	40958 (149 uniques)	40958 (149 uniques)	40958 (149 uniques)	40958 (114 uniques)	34902 (102 uniques)	34902 (102 uniques)	3000 (101 uniques)	3000 (100 uniques)
PLATEVI_E_2	61915	55748	55748	55748 (17965 uniques)	55595 (163 uniques)	51905 (170 uniques)	26314 (137 uniques)	26314 (137 uniques)	26314 (137 uniques)	26314 (110 uniques)	10583 (103 uniques)	10583 (103 uniques)	3000 (103 uniques)	3000 (103 uniques)
PLATEII_D_9	53993	49376	49376	49376 (9687 uniques)	49221 (163 uniques)	48613 (177 uniques)	48455 (165 uniques)	48455 (165 uniques)	48455 (165 uniques)	48455 (132 uniques)	47349 (122 uniques)	47349 (122 uniques)	3000 (106 uniques)	3000 (106 uniques)
PLATEIV_E_2	33550	29370	29370	29370 (10296 uniques)	29282 (176 uniques)	28856 (196 uniques)	26734 (160 uniques)	26734 (160 uniques)	26734 (160 uniques)	26734 (115 uniques)	26173 (109 uniques)	26173 (109 uniques)	3000 (106 uniques)	3000 (106 uniques)
PLATEIII_H_12	59534	52889	52889	52889 (17591 uniques)	52754 (187 uniques)	52307 (215 uniques)	48161 (161 uniques)	48161 (161 uniques)	48161 (161 uniques)	48161 (123 uniques)	46320 (113 uniques)	46320 (113 uniques)	3000 (108 uniques)	3000 (108 uniques)
PLATEII_D_4	46636	42460	42460	42460 (10878 uniques)	42376 (159 uniques)	41955 (194 uniques)	41882 (176 uniques)	41882 (176 uniques)	41882 (176 uniques)	41882 (119 uniques)	41723 (116 uniques)	41723 (116 uniques)	3000 (109 uniques)	3000 (109 uniques)
PLATEI_E_3	6526	5790	5790	5790 (1847 uniques)	5688 (23 uniques)	5592 (17 uniques)	5592 (16 uniques)	5592 (16 uniques)	5592 (16 uniques)	5592 (14 uniques)	4225 (11 uniques)	4225 (11 uniques)	3000 (11 uniques)	3000 (11 uniques)
PLATEVI_G_3	8320	7391	7391	7391 (2431 uniques)	7341 (21 uniques)	7256 (20 uniques)	7256 (18 uniques)	7256 (18 uniques)	7256 (18 uniques)	7256 (12 uniques)	7241 (11 uniques)	7241 (11 uniques)	3000 (11 uniques)	3000 (11 uniques)
PLATEVI_A_12	53833	48478	48478	48478 (13995 uniques)	48395 (175 uniques)	47559 (191 uniques)	39959 (155 uniques)	39959 (155 uniques)	39959 (155 uniques)	39959 (114 uniques)	13892 (111 uniques)	13892 (111 uniques)	3000 (110 uniques)	3000 (110 uniques)
PLATEII_A_12	13541	12188	12188	12188 (3762 uniques)	12108 (167 uniques)	11959 (169 uniques)	11669 (155 uniques)	11669 (155 uniques)	11669 (155 uniques)	11669 (124 uniques)	11163 (112 uniques)	11163 (112 uniques)	3000 (111 uniques)	3000 (111 uniques)
PLATEII_A_4	8886	8056	8056	8056 (2404 uniques)	8017 (137 uniques)	7876 (144 uniques)	7876 (141 uniques)	7876 (141 uniques)	7876 (141 uniques)	7876 (115 uniques)	7389 (111 uniques)	7389 (111 uniques)	3000 (111 uniques)	3000 (111 uniques)
PLATEII_G_8	45007	40899	40899	40899 (9102 uniques)	40787 (167 uniques)	40470 (177 uniques)	40470 (163 uniques)	40467 (162 uniques)	40467 (162 uniques)	40467 (128 uniques)	26414 (121 uniques)	26414 (121 uniques)	3000 (112 uniques)	3000 (112 uniques)
PLATEII_B_12	38236	35283	35283	35283 (9002 uniques)	35185 (173 uniques)	34788 (203 uniques)	34606 (184 uniques)	34606 (184 uniques)	34606 (184 uniques)	34606 (125 uniques)	34416 (123 uniques)	34416 (123 uniques)	3000 (113 uniques)	3000 (113 uniques)
PLATEIII_H_4	130436	117037	117037	117037 (23790 uniques)	116932 (181 uniques)	113940 (188 uniques)	113086 (168 uniques)	113086 (168 uniques)	113086 (168 uniques)	113086 (130 uniques)	29443 (120 uniques)	29441 (119 uniques)	3000 (115 uniques)	3000 (115 uniques)
PLATEIV_D_1	39544	35104	35104	35104 (13179 uniques)	34950 (200 uniques)	32353 (231 uniques)	30544 (191 uniques)	30544 (191 uniques)	30544 (191 uniques)	30544 (129 uniques)	28936 (118 uniques)	28936 (118 uniques)	3000 (115 uniques)	3000 (115 uniques)
PLATEII_F_5	21704	19704	19704	19704 (6049 uniques)	19571 (177 uniques)	19351 (180 uniques)	19300 (171 uniques)	19300 (171 uniques)	19300 (171 uniques)	19300 (131 uniques)	17328 (118 uniques)	17328 (118 uniques)	3000 (117 uniques)	3000 (117 uniques)
PLATEII_H_3	16274	14722	14722	14722 (3928 uniques)	14648 (161 uniques)	14400 (163 uniques)	14368 (155 uniques)	14368 (155 uniques)	14368 (155 uniques)	14368 (127 uniques)	8919 (118 uniques)	8919 (118 uniques)	3000 (117 uniques)	3000 (116 uniques)
PLATEIV_C_2	38091	33420	33420	33420 (11646 uniques)	33329 (192 uniques)	25533 (214 uniques)	24219 (183 uniques)	24219 (183 uniques)	24219 (183 uniques)	24219 (140 uniques)	22554 (121 uniques)	22554 (121 uniques)	3000 (117 uniques)	3000 (117 uniques)
PLATEI_C_10	38771	35137	35137	35137 (10290 uniques)	34992 (155 uniques)	34353 (166 uniques)	33706 (147 uniques)	33706 (147 uniques)	33706 (147 uniques)	33706 (127 uniques)	21359 (118 uniques)	21359 (118 uniques)	3000 (117 uniques)	3000 (117 uniques)
PLATEI_G_3	19135	17256	17256	17256 (6093 uniques)	16854 (278 uniques)	15792 (205 uniques)	15792 (199 uniques)	15758 (196 uniques)	15758 (196 uniques)	15758 (133 uniques)	15754 (132 uniques)	15754 (132 uniques)	3000 (118 uniques)	3000 (117 uniques)
PLATEIV_H_6	34532	31750	31750	31750 (11846 uniques)	31571 (180 uniques)	31168 (205 uniques)	30277 (182 uniques)	30277 (182 uniques)	30277 (182 uniques)	30277 (131 uniques)	24966 (122 uniques)	24966 (122 uniques)	3000 (119 uniques)	3000 (119 uniques)
PLATEI_C_12	49129	44600	44600	44600 (12528 uniques)	44462 (184 uniques)	44070 (215 uniques)	43692 (181 uniques)	43692 (181 uniques)	43692 (181 uniques)	43692 (132 uniques)	32478 (127 uniques)	32478 (127 uniques)	3000 (119 uniques)	3000 (119 uniques)
PLATEIII_A_9	235153	216858	216858	216858 (44229 uniques)	216212 (286 uniques)	211562 (576 uniques)	211544 (509 uniques)	201527 (228 uniques)	201527 (228 uniques)	201527 (30 uniques)	201476 (27 uniques)	201476 (27 uniques)	3000 (12 uniques)	3000 (12 uniques)
PLATEII_H_12	21096	19195	19195	19195 (3677 uniques)	19149 (39 uniques)	19053 (54 uniques)	18722 (43 uniques)	18722 (43 uniques)	18722 (43 uniques)	18722 (14 uniques)	18722 (14 uniques)	18722 (14 uniques)	3000 (12 uniques)	3000 (12 uniques)
PLATEVI_F_11	6387	5410	5410	5410 (1936 uniques)	5363 (20 uniques)	5196 (14 uniques)	5196 (14 uniques)	5196 (14 uniques)	5196 (14 uniques)	5196 (13 uniques)	5187 (12 uniques)	5187 (12 uniques)	3000 (12 uniques)	3000 (12 uniques)
PLATEVI_G_6	5284	4492	4492	4492 (1721 uniques)	4456 (19 uniques)	4411 (23 uniques)	4411 (19 uniques)	4411 (19 uniques)	4411 (19 uniques)	4411 (13 uniques)	4403 (12 uniques)	4403 (12 uniques)	3000 (12 uniques)	3000 (12 uniques)
PLATEIV_D_7	139393	126714	126714	126714 (36806 uniques)	126487 (207 uniques)	117750 (216 uniques)	69050 (177 uniques)	69046 (176 uniques)	69046 (176 uniques)	69046 (132 uniques)	35040 (124 uniques)	35040 (124 uniques)	3000 (120 uniques)	3000 (120 uniques)
PLATEI_D_2	37462	34102	34102	34102 (11454 uniques)	33937 (202 uniques)	24168 (216 uniques)	21574 (178 uniques)	21574 (178 uniques)	21574 (178 uniques)	21574 (137 uniques)	19198 (126 uniques)	19198 (126 uniques)	3000 (125 uniques)	3000 (125 uniques)
PLATEII_A_8	28370	25690	25690	25690 (6893 uniques)	25643 (187 uniques)	25418 (203 uniques)	25200 (185 uniques)	25200 (185 uniques)	25200 (185 uniques)	25200 (144 uniques)	19506 (134 uniques)	19506 (134 uniques)	3000 (126 uniques)	3000 (126 uniques)
PLATEIII_E_9	95794	85945	85945	85945 (18881 uniques)	85667 (222 uniques)	79889 (235 uniques)	79180 (206 uniques)	79180 (206 uniques)	79180 (206 uniques)	79180 (152 uniques)	40168 (138 uniques)	40168 (138 uniques)	3000 (129 uniques)	3000 (127 uniques)
PLATEII_A_5	21479	19873	19873	19873 (5225 uniques)	19807 (191 uniques)	19353 (199 uniques)	19084 (187 uniques)	19084 (187 uniques)	19084 (187 uniques)	19084 (141 uniques)	12315 (132 uniques)	12315 (132 uniques)	3000 (129 uniques)	3000 (128 uniques)
PLATEIII_A_11	7520	6178	6178	6178 (2511 uniques)	6104 (44 uniques)	6038 (45 uniques)	6038 (44 uniques)	6038 (44 uniques)	6038 (44 uniques)	6038 (15 uniques)	3969 (13 uniques)	3969 (13 uniques)	3000 (13 uniques)	3000 (13 uniques)
PLATEII_H_9	571823	530102	530102	530102 (91265 uniques)	528859 (515 uniques)	515566 (1507 uniques)	515551 (1239 uniques)	469525 (560 uniques)	469525 (560 uniques)	469525 (48 uniques)	469511 (46 uniques)	469509 (45 uniques)	3000 (13 uniques)	3000 (12 uniques)
PLATEVI_C_7	5304	4728	4728	4728 (1857 uniques)	4680 (18 uniques)	4626 (19 uniques)	4567 (17 uniques)	4567 (17 uniques)	4567 (17 uniques)	4567 (15 uniques)	4504 (13 uniques)	4504 (13 uniques)	3000 (13 uniques)	3000 (13 uniques)
PLATEIV_G_10	38577	34502	34502	34502 (12199 uniques)	34387 (198 uniques)	33990 (216 uniques)	30556 (181 uniques)	30556 (181 uniques)	30556 (181 uniques)	30556 (145 uniques)	26234 (135 uniques)	26234 (135 uniques)	3000 (133 uniques)	3000 (133 uniques)
PLATEI_G_4	26854	23988	23988	23988 (7857 uniques)	23900 (187 uniques)	23391 (197 uniques)	23346 (184 uniques)	23346 (184 uniques)	23346 (184 uniques)	23346 (148 uniques)	20074 (144 uniques)	20073 (143 uniques)	3000 (137 uniques)	3000 (137 uniques)
PLATEV_B_7	8611	7868	7868	7868 (2495 uniques)	7790 (193 uniques)	7609 (189 uniques)	7609 (184 uniques)	7609 (184 uniques)	7609 (184 uniques)	7609 (144 uniques)	7515 (137 uniques)	7515 (137 uniques)	3000 (137 uniques)	3000 (137 uniques)
PLATEVI_A_4	15075	13365	13365	13365 (4357 uniques)	13307 (48 uniques)	13223 (51 uniques)	10459 (20 uniques)	10459 (20 uniques)	10459 (20 uniques)	10459 (16 uniques)	6244 (14 uniques)	6244 (14 uniques)	3000 (14 uniques)	3000 (14 uniques)
PLATEVI_C_1	6395	5054	5054	5054 (1969 uniques)	4990 (29 uniques)	4903 (25 uniques)	4424 (18 uniques)	4424 (18 uniques)	4424 (18 uniques)	4424 (16 uniques)	4015 (14 uniques)	4015 (14 uniques)	3000 (14 uniques)	3000 (14 uniques)
PLATEVI_F_3	6948	6248	6248	6248 (2125 uniques)	6209 (23 uniques)	5853 (18 uniques)	5853 (17 uniques)	5853 (17 uniques)	5853 (17 uniques)	5853 (14 uniques)	5853 (14 uniques)	5853 (14 uniques)	3000 (14 uniques)	3000 (14 uniques)
PLATEVI_F_4	10162	8522	8522	8522 (2807 uniques)	8493 (21 uniques)	8404 (18 uniques)	8404 (18 uniques)	8404 (18 uniques)	8404 (18 uniques)	8404 (14 uniques)	8404 (14 uniques)	8404 (14 uniques)	3000 (14 uniques)	3000 (14 uniques)
PLATEI_D_10	27157	24580	24580	24580 (8594 uniques)	24422 (213 uniques)	20127 (226 uniques)	16026 (193 uniques)	16026 (193 uniques)	16026 (193 uniques)	16026 (151 uniques)	10726 (140 uniques)	10726 (140 uniques)	3000 (140 uniques)	3000 (140 uniques)
PLATEII_D_3	81107	74933	74933	74933 (17083 uniques)	74748 (232 uniques)	74244 (271 uniques)	73948 (244 uniques)	73948 (244 uniques)	73948 (244 uniques)	73948 (166 uniques)	71170 (155 uniques)	71170 (155 uniques)	3000 (146 uniques)	3000 (146 uniques)
PLATEI_H_11	7545	6561	6561	6561 (2007 uniques)	6516 (23 uniques)	6398 (20 uniques)	6398 (17 uniques)	6398 (17 uniques)	6398 (17 uniques)	6398 (15 uniques)	6398 (15 uniques)	6398 (15 uniques)	3000 (15 uniques)	3000 (15 uniques)
PLATEVI_F_2	8665	6595	6595	6595 (2504 uniques)	6565 (24 uniques)	6474 (25 uniques)	6474 (20 uniques)	6474 (20 uniques)	6474 (20 uniques)	6474 (15 uniques)	6474 (15 uniques)	6474 (15 uniques)	3000 (15 uniques)	3000 (15 uniques)
PLATEVI_F_9	17185	15380	15380	15380 (4824 uniques)	15319 (37 uniques)	15156 (37 uniques)	15156 (32 uniques)	15156 (32 uniques)	15156 (32 uniques)	15156 (21 uniques)	14509 (19 uniques)	14509 (19 uniques)	3000 (15 uniques)	3000 (15 uniques)
PLATEIV_G_6	173935	161580	161580	161580 (34891 uniques)	161302 (258 uniques)	157144 (312 uniques)	156531 (267 uniques)	156240 (262 uniques)	156240 (262 uniques)	156240 (183 uniques)	38383 (154 uniques)	38383 (154 uniques)	3000 (150 uniques)	3000 (150 uniques)
PLATEIII_C_9	210120	189361	189361	189361 (34383 uniques)	188988 (277 uniques)	186138 (292 uniques)	185545 (268 uniques)	185455 (260 uniques)	185455 (260 uniques)	185455 (197 uniques)	73407 (177 uniques)	73407 (177 uniques)	3000 (151 uniques)	3000 (150 uniques)
PLATEVI_E_10	59236	53947	53947	53947 (19233 uniques)	53842 (255 uniques)	53215 (300 uniques)	48392 (249 uniques)	48392 (249 uniques)	48392 (249 uniques)	48392 (171 uniques)	35107 (158 uniques)	35107 (158 uniques)	3000 (155 uniques)	3000 (155 uniques)
PLATEIII_D_5	59149	52209	52209	52209 (19594 uniques)	52077 (261 uniques)	51526 (304 uniques)	49354 (253 uniques)	49354 (253 uniques)	49354 (253 uniques)	49354 (174 uniques)	46914 (166 uniques)	46914 (166 uniques)	3000 (159 uniques)	3000 (158 uniques)
PLATEIII_H_9	135118	120102	120102	120102 (25132 uniques)	119691 (308 uniques)	117258 (314 uniques)	116718 (294 uniques)	116705 (293 uniques)	116705 (293 uniques)	116705 (205 uniques)	38194 (185 uniques)	38194 (185 uniques)	3000 (159 uniques)	3000 (159 uniques)
PLATEII_D_5	26863	24137	24137	24137 (7609 uniques)	24016 (222 uniques)	23570 (236 uniques)	23070 (223 uniques)	23058 (222 uniques)	23058 (222 uniques)	23058 (174 uniques)	21463 (160 uniques)	21463 (160 uniques)	3000 (159 uniques)	3000 (159 uniques)
PLATEIII_D_3	17442	15496	15496	15496 (5075 uniques)	15393 (39 uniques)	15199 (48 uniques)	14674 (35 uniques)	14674 (35 uniques)	14674 (35 uniques)	14674 (17 uniques)	14667 (16 uniques)	14667 (16 uniques)	3000 (16 uniques)	3000 (16 uniques)
PLATEI_H_2	14411	12938	12938	12938 (4100 uniques)	12844 (29 uniques)	12321 (38 uniques)	12321 (28 uniques)	12321 (28 uniques)	12321 (28 uniques)	12321 (17 uniques)	12309 (16 uniques)	12309 (16 uniques)	3000 (16 uniques)	3000 (16 uniques)
PLATEIV_G_8	128095	115173	115173	115173 (27498 uniques)	114897 (324 uniques)	113200 (364 uniques)	108252 (314 uniques)	108166 (309 uniques)	108166 (309 uniques)	108166 (220 uniques)	68023 (194 uniques)	68023 (194 uniques)	3000 (163 uniques)	3000 (163 uniques)
PLATEIII_F_12	47825	43249	43249	43249 (15480 uniques)	43011 (271 uniques)	42531 (305 uniques)	41088 (270 uniques)	41088 (270 uniques)	41088 (270 uniques)	41088 (193 uniques)	39316 (174 uniques)	39316 (174 uniques)	3000 (164 uniques)	3000 (164 uniques)
PLATEII_G_10	34748	31579	31579	31579 (8125 uniques)	31420 (206 uniques)	31167 (242 uniques)	31091 (223 uniques)	31064 (222 uniques)	31064 (222 uniques)	31064 (170 uniques)	26920 (166 uniques)	26920 (166 uniques)	3000 (164 uniques)	3000 (164 uniques)
PLATEIV_C_6	110042	100829	100829	100829 (27697 uniques)	100642 (259 uniques)	100015 (297 uniques)	96271 (246 uniques)	96271 (246 uniques)	96271 (246 uniques)	96271 (187 uniques)	80149 (179 uniques)	80149 (179 uniques)	3000 (164 uniques)	3000 (164 uniques)
PLATEII_B_2	5638	5053	5053	5053 (1496 uniques)	5012 (30 uniques)	4977 (30 uniques)	4977 (30 uniques)	4977 (30 uniques)	4977 (30 uniques)	4977 (21 uniques)	4389 (17 uniques)	4389 (17 uniques)	3000 (17 uniques)	3000 (17 uniques)
PLATEI_C_11	63894	58029	58029	58029 (11797 uniques)	57727 (66 uniques)	57305 (72 uniques)	57182 (67 uniques)	57182 (67 uniques)	57182 (67 uniques)	57182 (25 uniques)	57019 (22 uniques)	57019 (22 uniques)	3000 (17 uniques)	3000 (17 uniques)
PLATEVI_A_3	13099	11839	11839	11839 (4117 uniques)	11755 (49 uniques)	11643 (44 uniques)	9561 (22 uniques)	9561 (22 uniques)	9561 (22 uniques)	9561 (19 uniques)	9535 (18 uniques)	9535 (18 uniques)	3000 (17 uniques)	3000 (17 uniques)
PLATEVI_F_10	9397	7654	7654	7654 (2562 uniques)	7579 (31 uniques)	7453 (21 uniques)	7453 (21 uniques)	7453 (21 uniques)	7453 (21 uniques)	7453 (19 uniques)	7389 (17 uniques)	7389 (17 uniques)	3000 (17 uniques)	3000 (17 uniques)
PLATEVI_F_12	15793	13898	13898	13898 (4488 uniques)	13782 (25 uniques)	13640 (23 uniques)	13640 (22 uniques)	13640 (22 uniques)	13640 (22 uniques)	13640 (20 uniques)	10461 (17 uniques)	10461 (17 uniques)	3000 (17 uniques)	3000 (17 uniques)
PLATEV_D_2	7774	6213	6213	6213 (1473 uniques)	6172 (27 uniques)	6103 (22 uniques)	6103 (22 uniques)	6103 (22 uniques)	6103 (22 uniques)	6103 (17 uniques)	6103 (17 uniques)	6103 (17 uniques)	3000 (17 uniques)	3000 (17 uniques)
PLATEI_B_4	32239	29201	29201	29201 (10035 uniques)	29062 (240 uniques)	28031 (273 uniques)	27497 (246 uniques)	27418 (244 uniques)	27418 (244 uniques)	27418 (179 uniques)	27169 (175 uniques)	27169 (175 uniques)	3000 (170 uniques)	3000 (170 uniques)
PLATEIII_E_11	34487	31378	31378	31378 (9601 uniques)	31252 (251 uniques)	30973 (275 uniques)	30457 (249 uniques)	30457 (249 uniques)	30457 (249 uniques)	30457 (193 uniques)	29550 (181 uniques)	29550 (181 uniques)	3000 (177 uniques)	3000 (177 uniques)
PLATEI_G_2	14710	13268	13268	13268 (4094 uniques)	13189 (34 uniques)	12773 (38 uniques)	12673 (33 uniques)	12673 (33 uniques)	12673 (33 uniques)	12673 (24 uniques)	8571 (18 uniques)	8571 (18 uniques)	3000 (18 uniques)	3000 (18 uniques)
PLATEVI_C_11	7860	6654	6654	6654 (2732 uniques)	6600 (44 uniques)	6484 (44 uniques)	5905 (35 uniques)	5905 (35 uniques)	5905 (35 uniques)	5905 (23 uniques)	5002 (18 uniques)	5002 (18 uniques)	3000 (18 uniques)	3000 (18 uniques)
PLATEVI_C_2	9025	6612	6612	6612 (2606 uniques)	6586 (26 uniques)	6495 (25 uniques)	6368 (23 uniques)	6368 (23 uniques)	6368 (23 uniques)	6368 (18 uniques)	6368 (18 uniques)	6368 (18 uniques)	3000 (18 uniques)	3000 (18 uniques)
PLATEVI_C_6	10068	9164	9164	9164 (3209 uniques)	9116 (33 uniques)	8996 (33 uniques)	8047 (23 uniques)	8047 (23 uniques)	8047 (23 uniques)	8047 (20 uniques)	7757 (18 uniques)	7757 (18 uniques)	3000 (18 uniques)	3000 (18 uniques)
PLATEVI_D_3	14185	12943	12943	12943 (4440 uniques)	12857 (50 uniques)	12753 (47 uniques)	11333 (27 uniques)	11333 (27 uniques)	11333 (27 uniques)	11333 (20 uniques)	10865 (18 uniques)	10865 (18 uniques)	3000 (18 uniques)	3000 (18 uniques)
PLATEVI_F_8	14636	12819	12819	12819 (4359 uniques)	12743 (33 uniques)	12482 (31 uniques)	12482 (27 uniques)	12482 (27 uniques)	12482 (27 uniques)	12482 (20 uniques)	11825 (18 uniques)	11825 (18 uniques)	3000 (18 uniques)	3000 (18 uniques)
PLATEV_A_11	4933	4483	4483	4483 (1239 uniques)	4454 (26 uniques)	4431 (27 uniques)	4431 (24 uniques)	4431 (24 uniques)	4431 (24 uniques)	4431 (19 uniques)	4133 (18 uniques)	4133 (18 uniques)	3000 (18 uniques)	3000 (18 uniques)
PLATEIV_D_8	137346	124821	124821	124821 (36207 uniques)	124411 (324 uniques)	111116 (394 uniques)	99698 (328 uniques)	99681 (326 uniques)	99681 (326 uniques)	99681 (209 uniques)	60577 (193 uniques)	60575 (192 uniques)	3000 (184 uniques)	3000 (184 uniques)
PLATEIII_E_10	87684	79611	79611	79611 (24714 uniques)	79364 (306 uniques)	55723 (345 uniques)	50178 (293 uniques)	50178 (293 uniques)	50178 (293 uniques)	50178 (218 uniques)	43829 (203 uniques)	43829 (203 uniques)	3000 (189 uniques)	3000 (189 uniques)
PLATEIII_B_2	12594	11091	11091	11091 (4112 uniques)	11009 (48 uniques)	10921 (76 uniques)	10891 (53 uniques)	10891 (53 uniques)	10891 (53 uniques)	10891 (20 uniques)	10680 (19 uniques)	10680 (19 uniques)	3000 (19 uniques)	3000 (19 uniques)
PLATEIII_F_7	18916	16939	16939	16939 (5873 uniques)	16877 (46 uniques)	16671 (61 uniques)	16546 (48 uniques)	16546 (48 uniques)	16546 (48 uniques)	16546 (21 uniques)	15755 (19 uniques)	15755 (19 uniques)	3000 (19 uniques)	3000 (19 uniques)
PLATEI_C_3	11523	10216	10216	10216 (3512 uniques)	10123 (43 uniques)	9980 (45 uniques)	9202 (30 uniques)	9202 (30 uniques)	9202 (30 uniques)	9202 (21 uniques)	8544 (19 uniques)	8544 (19 uniques)	3000 (19 uniques)	3000 (19 uniques)
PLATEI_F_8	29669	26210	26210	26210 (6935 uniques)	26058 (37 uniques)	25889 (42 uniques)	25734 (31 uniques)	25734 (31 uniques)	25734 (31 uniques)	25734 (23 uniques)	15608 (21 uniques)	15608 (21 uniques)	3000 (19 uniques)	3000 (19 uniques)
PLATEI_H_12	9266	7796	7796	7796 (2320 uniques)	7725 (24 uniques)	7585 (21 uniques)	7585 (20 uniques)	7585 (20 uniques)	7585 (20 uniques)	7585 (19 uniques)	7585 (19 uniques)	7585 (19 uniques)	3000 (19 uniques)	3000 (19 uniques)
PLATEVI_C_8	8419	7398	7398	7398 (2729 uniques)	7332 (30 uniques)	7282 (35 uniques)	7224 (30 uniques)	7224 (30 uniques)	7224 (30 uniques)	7224 (20 uniques)	7193 (19 uniques)	7193 (19 uniques)	3000 (19 uniques)	3000 (19 uniques)
PLATEII_H_8	62238	56845	56845	56845 (15521 uniques)	56632 (313 uniques)	55883 (364 uniques)	55861 (339 uniques)	55861 (339 uniques)	55861 (339 uniques)	55861 (236 uniques)	48894 (226 uniques)	48894 (226 uniques)	3000 (193 uniques)	3000 (193 uniques)
PLATEII_A_10	16993	15506	15506	15506 (4799 uniques)	15432 (297 uniques)	15172 (319 uniques)	14990 (299 uniques)	14979 (298 uniques)	14979 (298 uniques)	14979 (220 uniques)	12881 (204 uniques)	12879 (203 uniques)	3000 (199 uniques)	3000 (199 uniques)
PLATEIII_H_7	9576	8426	8426	8426 (3299 uniques)	8356 (38 uniques)	8243 (41 uniques)	8243 (34 uniques)	8243 (34 uniques)	8243 (34 uniques)	8243 (22 uniques)	7997 (20 uniques)	7997 (20 uniques)	3000 (20 uniques)	3000 (20 uniques)
PLATEI_G_11	12296	10691	10691	10691 (3445 uniques)	10570 (41 uniques)	10309 (34 uniques)	9594 (26 uniques)	9594 (26 uniques)	9594 (26 uniques)	9594 (22 uniques)	9068 (20 uniques)	9068 (20 uniques)	3000 (20 uniques)	3000 (20 uniques)
PLATEVI_D_2	15432	12182	12182	12182 (4361 uniques)	12133 (35 uniques)	11988 (40 uniques)	11835 (35 uniques)	11835 (35 uniques)	11835 (35 uniques)	11835 (25 uniques)	10113 (20 uniques)	10113 (20 uniques)	3000 (20 uniques)	3000 (20 uniques)
PLATEVI_G_4	13973	12495	12495	12495 (4129 uniques)	12441 (37 uniques)	12364 (51 uniques)	12069 (39 uniques)	12069 (39 uniques)	12069 (39 uniques)	12069 (22 uniques)	12000 (20 uniques)	12000 (20 uniques)	3000 (20 uniques)	3000 (20 uniques)
PLATEV_D_7	237794	221751	221751	221751 (47670 uniques)	220397 (530 uniques)	213783 (1683 uniques)	213783 (1350 uniques)	177639 (670 uniques)	177639 (670 uniques)	177639 (43 uniques)	177639 (43 uniques)	177637 (41 uniques)	3000 (20 uniques)	3000 (18 uniques)
PLATEIV_D_12	149005	134847	134847	134847 (43158 uniques)	134534 (375 uniques)	132327 (442 uniques)	96248 (375 uniques)	96241 (374 uniques)	96241 (374 uniques)	96241 (245 uniques)	91656 (225 uniques)	91656 (225 uniques)	3000 (201 uniques)	3000 (201 uniques)
PLATEII_B_10	39308	35990	35990	35990 (11985 uniques)	35859 (285 uniques)	35606 (295 uniques)	30611 (266 uniques)	30611 (266 uniques)	30611 (266 uniques)	30611 (226 uniques)	29742 (216 uniques)	29742 (216 uniques)	3000 (208 uniques)	3000 (208 uniques)
PLATEII_F_10	50369	46547	46547	46547 (11081 uniques)	46418 (342 uniques)	46087 (371 uniques)	46040 (350 uniques)	46040 (350 uniques)	46040 (350 uniques)	46040 (257 uniques)	45158 (245 uniques)	45158 (245 uniques)	3000 (209 uniques)	3000 (209 uniques)
PLATEIII_C_8	16578	13866	13866	13866 (4922 uniques)	13820 (37 uniques)	13699 (52 uniques)	13658 (43 uniques)	13658 (43 uniques)	13658 (43 uniques)	13658 (22 uniques)	13628 (21 uniques)	13628 (21 uniques)	3000 (21 uniques)	3000 (21 uniques)
