	0-RawData	1-FilterAndTrim	2-ErrorModel	3.1-Dereplication	3.2-Denoising	4-ESV	5-MultipleSequenceAlignment	6-ChimeraRemoval	7-PreClassification	8-Clustering_97	9-TaxaFilter_97	10-MultipletonsFilter_97	11-Subsampling_97	12-Lulu_97
PLATEI_B_10	42015	38244	38244	38244 (8563 uniques)	38094 (77 uniques)	35642 (74 uniques)	34640 (54 uniques)	34640 (54 uniques)	34640 (54 uniques)	34640 (46 uniques)	25799 (38 uniques)	25799 (38 uniques)	3000 (37 uniques)	3000 (37 uniques)
PLATEIV_B_6	25749	23447	23447	23447 (8214 uniques)	23367 (80 uniques)	22940 (106 uniques)	22408 (82 uniques)	22408 (82 uniques)	22408 (82 uniques)	22408 (43 uniques)	20613 (38 uniques)	20613 (38 uniques)	3000 (38 uniques)	3000 (38 uniques)
PLATEIV_F_9	30103	26643	26643	26643 (7603 uniques)	26577 (71 uniques)	26267 (86 uniques)	25532 (64 uniques)	25532 (64 uniques)	25532 (64 uniques)	25532 (44 uniques)	13575 (38 uniques)	13575 (38 uniques)	3000 (38 uniques)	3000 (38 uniques)
PLATEIV_G_12	44297	39577	39577	39577 (8717 uniques)	39462 (75 uniques)	39011 (82 uniques)	38185 (58 uniques)	38185 (58 uniques)	38185 (58 uniques)	38185 (41 uniques)	24490 (38 uniques)	24490 (38 uniques)	3000 (38 uniques)	3000 (37 uniques)
PLATEIV_H_7	24084	21950	21950	21950 (7384 uniques)	21850 (72 uniques)	21633 (79 uniques)	20311 (56 uniques)	20310 (55 uniques)	20310 (55 uniques)	20310 (41 uniques)	16533 (39 uniques)	16533 (39 uniques)	3000 (38 uniques)	3000 (38 uniques)
PLATEI_B_12	19900	17752	17752	17752 (5625 uniques)	17656 (83 uniques)	17536 (88 uniques)	16036 (58 uniques)	16036 (58 uniques)	16036 (58 uniques)	16036 (44 uniques)	14884 (39 uniques)	14884 (39 uniques)	3000 (38 uniques)	3000 (38 uniques)
PLATEI_C_5	31492	27567	27567	27567 (7332 uniques)	27390 (75 uniques)	27164 (86 uniques)	26003 (60 uniques)	26003 (60 uniques)	26003 (60 uniques)	26003 (47 uniques)	24212 (40 uniques)	24212 (40 uniques)	3000 (38 uniques)	3000 (38 uniques)
PLATEI_H_1	6574	5912	5912	5912 (2169 uniques)	5892 (65 uniques)	5550 (61 uniques)	4999 (52 uniques)	4999 (52 uniques)	4999 (52 uniques)	4999 (44 uniques)	4210 (38 uniques)	4210 (38 uniques)	3000 (38 uniques)	3000 (38 uniques)
PLATEI_H_3	19343	17382	17382	17382 (4914 uniques)	17281 (65 uniques)	17146 (73 uniques)	16395 (57 uniques)	16395 (57 uniques)	16395 (57 uniques)	16395 (41 uniques)	15547 (38 uniques)	15547 (38 uniques)	3000 (38 uniques)	3000 (38 uniques)
PLATEVI_A_8	21947	19855	19855	19855 (7323 uniques)	19782 (86 uniques)	19346 (81 uniques)	16265 (53 uniques)	16265 (53 uniques)	16265 (53 uniques)	16265 (42 uniques)	12935 (39 uniques)	12935 (39 uniques)	3000 (38 uniques)	3000 (38 uniques)
PLATEIII_B_11	16932	14980	14980	14980 (5399 uniques)	14897 (82 uniques)	14741 (82 uniques)	11851 (53 uniques)	11851 (53 uniques)	11851 (53 uniques)	11851 (42 uniques)	11505 (39 uniques)	11505 (39 uniques)	3000 (39 uniques)	3000 (39 uniques)
PLATEIII_C_10	29046	23816	23816	23816 (8839 uniques)	23471 (110 uniques)	22157 (105 uniques)	17287 (55 uniques)	17287 (55 uniques)	17287 (55 uniques)	17287 (45 uniques)	11786 (39 uniques)	11786 (39 uniques)	3000 (39 uniques)	3000 (39 uniques)
PLATEIV_B_12	22548	20102	20102	20102 (7057 uniques)	20016 (71 uniques)	19858 (87 uniques)	19346 (68 uniques)	19346 (68 uniques)	19346 (68 uniques)	19346 (44 uniques)	18464 (39 uniques)	18464 (39 uniques)	3000 (39 uniques)	3000 (39 uniques)
PLATEIV_C_11	25626	22596	22596	22596 (6661 uniques)	22508 (62 uniques)	22401 (68 uniques)	22262 (60 uniques)	22262 (60 uniques)	22262 (60 uniques)	22262 (44 uniques)	16904 (40 uniques)	16904 (40 uniques)	3000 (39 uniques)	3000 (39 uniques)
PLATEIV_D_2	19765	16754	16754	16754 (6802 uniques)	16620 (81 uniques)	15356 (86 uniques)	11277 (54 uniques)	11277 (54 uniques)	11277 (54 uniques)	11277 (42 uniques)	10990 (39 uniques)	10990 (39 uniques)	3000 (39 uniques)	3000 (39 uniques)
PLATEIV_F_12	141937	128716	128716	128716 (20542 uniques)	128568 (78 uniques)	128217 (91 uniques)	127564 (71 uniques)	127553 (70 uniques)	127553 (70 uniques)	127553 (51 uniques)	54435 (44 uniques)	54434 (43 uniques)	3000 (39 uniques)	3000 (39 uniques)
PLATEIII_C_11	34634	30873	30873	30873 (9375 uniques)	30822 (90 uniques)	30602 (96 uniques)	27243 (61 uniques)	27243 (61 uniques)	27243 (61 uniques)	27243 (43 uniques)	25986 (41 uniques)	25986 (41 uniques)	3000 (40 uniques)	3000 (40 uniques)
PLATEIV_H_8	26306	23591	23591	23591 (6985 uniques)	23530 (74 uniques)	23329 (88 uniques)	23037 (71 uniques)	23037 (71 uniques)	23037 (71 uniques)	23037 (43 uniques)	13936 (40 uniques)	13936 (40 uniques)	3000 (40 uniques)	3000 (40 uniques)
PLATEI_E_12	13778	12315	12315	12315 (3874 uniques)	12259 (78 uniques)	11653 (74 uniques)	9991 (50 uniques)	9991 (50 uniques)	9991 (50 uniques)	9991 (44 uniques)	4749 (40 uniques)	4749 (40 uniques)	3000 (40 uniques)	3000 (40 uniques)
PLATEI_F_9	35265	31265	31265	31265 (8112 uniques)	31160 (73 uniques)	30423 (78 uniques)	30237 (65 uniques)	30237 (65 uniques)	30237 (65 uniques)	30237 (48 uniques)	22145 (44 uniques)	22145 (44 uniques)	3000 (40 uniques)	3000 (40 uniques)
PLATEIII_A_5	24992	21497	21497	21497 (8569 uniques)	21403 (88 uniques)	20839 (93 uniques)	11291 (60 uniques)	11291 (60 uniques)	11291 (60 uniques)	11291 (44 uniques)	10950 (41 uniques)	10950 (41 uniques)	3000 (41 uniques)	3000 (41 uniques)
PLATEIII_F_8	26453	23239	23239	23239 (7977 uniques)	23143 (69 uniques)	22911 (75 uniques)	22901 (67 uniques)	22901 (67 uniques)	22901 (67 uniques)	22901 (46 uniques)	21695 (42 uniques)	21695 (42 uniques)	3000 (41 uniques)	3000 (41 uniques)
PLATEIV_F_4	28519	25683	25683	25683 (9279 uniques)	25642 (105 uniques)	25421 (119 uniques)	20296 (79 uniques)	20296 (79 uniques)	20296 (79 uniques)	20296 (46 uniques)	18186 (41 uniques)	18186 (41 uniques)	3000 (41 uniques)	3000 (40 uniques)
PLATEIII_D_10	44753	41028	41028	41028 (11412 uniques)	40862 (95 uniques)	38977 (119 uniques)	36816 (80 uniques)	36816 (80 uniques)	36816 (80 uniques)	36816 (44 uniques)	36794 (43 uniques)	36794 (43 uniques)	3000 (42 uniques)	3000 (42 uniques)
PLATEIII_G_7	25434	23031	23031	23031 (7972 uniques)	22924 (84 uniques)	22703 (97 uniques)	22080 (72 uniques)	22080 (72 uniques)	22080 (72 uniques)	22080 (44 uniques)	21829 (42 uniques)	21829 (42 uniques)	3000 (42 uniques)	3000 (42 uniques)
PLATEII_A_3	7869	7113	7113	7113 (2080 uniques)	7069 (56 uniques)	7003 (57 uniques)	6967 (54 uniques)	6967 (54 uniques)	6967 (54 uniques)	6967 (45 uniques)	6662 (42 uniques)	6662 (42 uniques)	3000 (42 uniques)	3000 (42 uniques)
PLATEII_C_12	21595	19511	19511	19511 (4548 uniques)	19424 (63 uniques)	19339 (70 uniques)	19314 (59 uniques)	19314 (59 uniques)	19314 (59 uniques)	19314 (48 uniques)	14464 (42 uniques)	14464 (42 uniques)	3000 (42 uniques)	3000 (42 uniques)
PLATEII_F_2	17645	15971	15971	15971 (5707 uniques)	15888 (63 uniques)	15812 (66 uniques)	15062 (53 uniques)	15062 (53 uniques)	15062 (53 uniques)	15062 (44 uniques)	14857 (43 uniques)	14856 (42 uniques)	3000 (42 uniques)	3000 (42 uniques)
PLATEIII_F_3	32594	29441	29441	29441 (9930 uniques)	29335 (95 uniques)	29047 (110 uniques)	26185 (70 uniques)	26185 (70 uniques)	26185 (70 uniques)	26185 (45 uniques)	25886 (43 uniques)	25886 (43 uniques)	3000 (43 uniques)	3000 (43 uniques)
PLATEII_B_1	9271	8256	8256	8256 (3374 uniques)	8212 (90 uniques)	8107 (83 uniques)	5013 (55 uniques)	5013 (55 uniques)	5013 (55 uniques)	5013 (47 uniques)	4665 (43 uniques)	4665 (43 uniques)	3000 (43 uniques)	3000 (43 uniques)
PLATEIV_B_2	23260	20070	20070	20070 (6227 uniques)	20008 (74 uniques)	19681 (85 uniques)	18980 (64 uniques)	18980 (64 uniques)	18980 (64 uniques)	18980 (46 uniques)	18403 (43 uniques)	18403 (43 uniques)	3000 (43 uniques)	3000 (43 uniques)
PLATEIV_G_11	33704	29459	29459	29459 (7439 uniques)	29329 (63 uniques)	29143 (69 uniques)	28857 (58 uniques)	28857 (58 uniques)	28857 (58 uniques)	28857 (47 uniques)	18740 (44 uniques)	18740 (44 uniques)	3000 (43 uniques)	3000 (43 uniques)
PLATEII_A_2	29273	27013	27013	27013 (8627 uniques)	26804 (681 uniques)	26125 (660 uniques)	25765 (648 uniques)	25723 (646 uniques)	25723 (646 uniques)	25723 (496 uniques)	22459 (479 uniques)	22457 (478 uniques)	3000 (431 uniques)	3000 (430 uniques)
PLATEIV_B_1	24624	21192	21192	21192 (7926 uniques)	21124 (98 uniques)	20249 (103 uniques)	15930 (70 uniques)	15930 (70 uniques)	15930 (70 uniques)	15930 (49 uniques)	15744 (45 uniques)	15744 (45 uniques)	3000 (44 uniques)	3000 (44 uniques)
PLATEVI_D_8	33431	30215	30215	30215 (10711 uniques)	30112 (95 uniques)	24989 (105 uniques)	20242 (69 uniques)	20242 (69 uniques)	20242 (69 uniques)	20242 (52 uniques)	18622 (45 uniques)	18622 (45 uniques)	3000 (44 uniques)	3000 (44 uniques)
PLATEIII_A_2	14789	13138	13138	13138 (4921 uniques)	13023 (75 uniques)	9135 (78 uniques)	8213 (62 uniques)	8213 (62 uniques)	8213 (62 uniques)	8213 (49 uniques)	6885 (46 uniques)	6885 (46 uniques)	3000 (45 uniques)	3000 (45 uniques)
PLATEIII_E_12	45519	41271	41271	41271 (11193 uniques)	41129 (114 uniques)	40921 (130 uniques)	37956 (92 uniques)	37956 (92 uniques)	37956 (92 uniques)	37956 (53 uniques)	37052 (47 uniques)	37052 (47 uniques)	3000 (45 uniques)	3000 (45 uniques)
PLATEIV_F_11	23938	21361	21361	21361 (7250 uniques)	21304 (77 uniques)	21185 (94 uniques)	21106 (80 uniques)	21106 (80 uniques)	21106 (80 uniques)	21106 (48 uniques)	19979 (45 uniques)	19979 (45 uniques)	3000 (45 uniques)	3000 (45 uniques)
PLATEIV_G_4	30726	26904	26904	26904 (8959 uniques)	26832 (100 uniques)	26319 (114 uniques)	17551 (71 uniques)	17551 (71 uniques)	17551 (71 uniques)	17551 (49 uniques)	11349 (45 uniques)	11349 (45 uniques)	3000 (45 uniques)	3000 (45 uniques)
PLATEVI_C_12	13845	12489	12489	12489 (3690 uniques)	12451 (63 uniques)	12348 (65 uniques)	12126 (59 uniques)	12126 (59 uniques)	12126 (59 uniques)	12126 (48 uniques)	12006 (45 uniques)	12006 (45 uniques)	3000 (45 uniques)	3000 (45 uniques)
PLATEIII_A_4	14322	12511	12511	12511 (4770 uniques)	12438 (74 uniques)	12286 (80 uniques)	12240 (71 uniques)	12240 (71 uniques)	12240 (71 uniques)	12240 (47 uniques)	12225 (46 uniques)	12225 (46 uniques)	3000 (46 uniques)	3000 (46 uniques)
PLATEIII_D_6	35148	30058	30058	30058 (10527 uniques)	30008 (102 uniques)	29617 (109 uniques)	22779 (71 uniques)	22779 (71 uniques)	22779 (71 uniques)	22779 (49 uniques)	22285 (46 uniques)	22285 (46 uniques)	3000 (46 uniques)	3000 (46 uniques)
PLATEII_G_12	13789	12600	12600	12600 (2965 uniques)	12503 (64 uniques)	12399 (62 uniques)	12341 (58 uniques)	12341 (58 uniques)	12341 (58 uniques)	12341 (50 uniques)	10984 (48 uniques)	10984 (48 uniques)	3000 (46 uniques)	3000 (46 uniques)
PLATEII_G_9	12680	11381	11381	11381 (3246 uniques)	11281 (71 uniques)	10956 (74 uniques)	10863 (67 uniques)	10832 (65 uniques)	10832 (65 uniques)	10832 (49 uniques)	10119 (46 uniques)	10119 (46 uniques)	3000 (46 uniques)	3000 (46 uniques)
PLATEI_E_7	23596	21540	21540	21540 (6631 uniques)	21486 (81 uniques)	21327 (87 uniques)	18599 (55 uniques)	18599 (55 uniques)	18599 (55 uniques)	18599 (47 uniques)	18461 (46 uniques)	18461 (46 uniques)	3000 (46 uniques)	3000 (46 uniques)
PLATEIII_A_7	19997	17998	17998	17998 (6479 uniques)	17949 (80 uniques)	17573 (83 uniques)	17312 (77 uniques)	17312 (77 uniques)	17312 (77 uniques)	17312 (52 uniques)	17214 (49 uniques)	17214 (49 uniques)	3000 (47 uniques)	3000 (47 uniques)
PLATEIV_G_1	24730	21424	21424	21424 (7855 uniques)	21308 (81 uniques)	21032 (85 uniques)	20471 (72 uniques)	20467 (71 uniques)	20467 (71 uniques)	20467 (51 uniques)	19946 (48 uniques)	19946 (48 uniques)	3000 (47 uniques)	3000 (47 uniques)
PLATEI_B_7	32816	30098	30098	30098 (9632 uniques)	30042 (107 uniques)	29874 (125 uniques)	23597 (87 uniques)	23597 (87 uniques)	23597 (87 uniques)	23597 (55 uniques)	21396 (48 uniques)	21396 (48 uniques)	3000 (47 uniques)	3000 (47 uniques)
PLATEVI_A_11	21372	19281	19281	19281 (7766 uniques)	19168 (90 uniques)	18556 (96 uniques)	13193 (67 uniques)	13193 (67 uniques)	13193 (67 uniques)	13193 (54 uniques)	10531 (48 uniques)	10531 (48 uniques)	3000 (47 uniques)	3000 (47 uniques)
PLATEIV_C_4	19795	17679	17679	17679 (6817 uniques)	17592 (95 uniques)	17149 (102 uniques)	11374 (70 uniques)	11374 (70 uniques)	11374 (70 uniques)	11374 (52 uniques)	9954 (48 uniques)	9954 (48 uniques)	3000 (48 uniques)	3000 (48 uniques)
PLATEIV_H_9	47475	42219	42219	42219 (11185 uniques)	42131 (100 uniques)	41765 (110 uniques)	39599 (73 uniques)	39599 (73 uniques)	39599 (73 uniques)	39599 (54 uniques)	27002 (49 uniques)	27002 (49 uniques)	3000 (48 uniques)	3000 (48 uniques)
PLATEIII_G_8	35916	31376	31376	31376 (10296 uniques)	31308 (102 uniques)	31005 (122 uniques)	30833 (98 uniques)	30833 (98 uniques)	30833 (98 uniques)	30833 (55 uniques)	20649 (50 uniques)	20649 (50 uniques)	3000 (49 uniques)	3000 (49 uniques)
PLATEII_B_6	24941	22037	22037	22037 (5885 uniques)	21993 (67 uniques)	21829 (81 uniques)	21767 (69 uniques)	21767 (69 uniques)	21767 (69 uniques)	21767 (53 uniques)	21699 (50 uniques)	21699 (50 uniques)	3000 (49 uniques)	3000 (49 uniques)
PLATEII_H_5	12734	11216	11216	11216 (3678 uniques)	11133 (74 uniques)	10884 (78 uniques)	10884 (70 uniques)	10884 (70 uniques)	10884 (70 uniques)	10884 (54 uniques)	10480 (51 uniques)	10480 (51 uniques)	3000 (49 uniques)	3000 (49 uniques)
PLATEII_C_7	53644	49627	49627	49627 (10903 uniques)	49552 (92 uniques)	49272 (123 uniques)	49200 (96 uniques)	49200 (96 uniques)	49200 (96 uniques)	49200 (65 uniques)	41718 (51 uniques)	41718 (51 uniques)	3000 (50 uniques)	3000 (50 uniques)
PLATEII_H_2	8540	7710	7710	7710 (2267 uniques)	7673 (66 uniques)	7302 (64 uniques)	7216 (59 uniques)	7216 (59 uniques)	7216 (59 uniques)	7216 (53 uniques)	6940 (50 uniques)	6940 (50 uniques)	3000 (50 uniques)	3000 (50 uniques)
PLATEIV_E_7	33754	31044	31044	31044 (10673 uniques)	30956 (114 uniques)	30584 (144 uniques)	28371 (95 uniques)	28371 (95 uniques)	28371 (95 uniques)	28371 (54 uniques)	27633 (51 uniques)	27631 (50 uniques)	3000 (50 uniques)	3000 (50 uniques)
PLATEI_E_4	51915	46271	46271	46271 (9211 uniques)	46182 (82 uniques)	45710 (92 uniques)	45026 (70 uniques)	45026 (70 uniques)	45026 (70 uniques)	45026 (55 uniques)	10239 (51 uniques)	10239 (51 uniques)	3000 (50 uniques)	3000 (50 uniques)
PLATEI_G_9	24075	20636	20636	20636 (6715 uniques)	20494 (100 uniques)	17571 (96 uniques)	15692 (64 uniques)	15692 (64 uniques)	15692 (64 uniques)	15692 (54 uniques)	13486 (50 uniques)	13486 (50 uniques)	3000 (50 uniques)	3000 (50 uniques)
PLATEVI_B_9	20346	18139	18139	18139 (5838 uniques)	18031 (89 uniques)	17862 (100 uniques)	15467 (69 uniques)	15467 (69 uniques)	15467 (69 uniques)	15467 (55 uniques)	14886 (51 uniques)	14886 (51 uniques)	3000 (50 uniques)	3000 (50 uniques)
PLATEIII_H_2	222379	206971	206971	206971 (71279 uniques)	206412 (1037 uniques)	203803 (1427 uniques)	196713 (1278 uniques)	196669 (1274 uniques)	196669 (1274 uniques)	196669 (680 uniques)	191551 (665 uniques)	191551 (665 uniques)	3000 (509 uniques)	3000 (508 uniques)
PLATEIV_G_2	38000	33687	33687	33687 (9178 uniques)	33583 (91 uniques)	32026 (92 uniques)	31399 (79 uniques)	31399 (79 uniques)	31399 (79 uniques)	31399 (58 uniques)	30645 (53 uniques)	30645 (53 uniques)	3000 (51 uniques)	3000 (51 uniques)
PLATEIII_B_12	23757	20644	20644	20644 (8062 uniques)	20468 (115 uniques)	20249 (120 uniques)	17851 (85 uniques)	17851 (85 uniques)	17851 (85 uniques)	17851 (60 uniques)	16267 (54 uniques)	16267 (54 uniques)	3000 (52 uniques)	3000 (51 uniques)
PLATEIII_H_6	39339	34159	34159	34159 (11077 uniques)	34017 (112 uniques)	33734 (126 uniques)	29017 (84 uniques)	29017 (84 uniques)	29017 (84 uniques)	29017 (55 uniques)	24173 (53 uniques)	24173 (53 uniques)	3000 (52 uniques)	3000 (52 uniques)
PLATEII_B_11	18180	16485	16485	16485 (3515 uniques)	16418 (68 uniques)	16351 (77 uniques)	16267 (68 uniques)	16267 (68 uniques)	16267 (68 uniques)	16267 (55 uniques)	16202 (52 uniques)	16202 (52 uniques)	3000 (52 uniques)	3000 (52 uniques)
PLATEII_C_3	13277	12119	12119	12119 (3458 uniques)	12033 (65 uniques)	11921 (67 uniques)	11909 (63 uniques)	11909 (63 uniques)	11909 (63 uniques)	11909 (55 uniques)	11330 (52 uniques)	11330 (52 uniques)	3000 (52 uniques)	3000 (51 uniques)
PLATEVI_B_3	15529	14169	14169	14169 (5355 uniques)	14123 (89 uniques)	13981 (87 uniques)	9430 (60 uniques)	9430 (60 uniques)	9430 (60 uniques)	9430 (55 uniques)	9037 (52 uniques)	9037 (52 uniques)	3000 (52 uniques)	3000 (52 uniques)
PLATEIII_A_8	8971	7549	7549	7549 (3297 uniques)	7510 (81 uniques)	7356 (80 uniques)	7184 (75 uniques)	7184 (75 uniques)	7184 (75 uniques)	7184 (59 uniques)	6821 (54 uniques)	6821 (54 uniques)	3000 (53 uniques)	3000 (53 uniques)
PLATEII_F_3	13000	11837	11837	11837 (3255 uniques)	11784 (71 uniques)	11709 (80 uniques)	11701 (73 uniques)	11701 (73 uniques)	11701 (73 uniques)	11701 (57 uniques)	11583 (54 uniques)	11583 (54 uniques)	3000 (53 uniques)	3000 (53 uniques)
PLATEI_B_3	31415	28673	28673	28673 (7188 uniques)	28532 (85 uniques)	28295 (86 uniques)	27459 (69 uniques)	27459 (69 uniques)	27459 (69 uniques)	27459 (59 uniques)	20314 (53 uniques)	20314 (53 uniques)	3000 (53 uniques)	3000 (53 uniques)
PLATEIII_F_10	62329	56369	56369	56369 (15377 uniques)	56175 (111 uniques)	52280 (116 uniques)	51404 (96 uniques)	51404 (96 uniques)	51404 (96 uniques)	51404 (62 uniques)	51244 (58 uniques)	51244 (58 uniques)	3000 (54 uniques)	3000 (54 uniques)
PLATEVI_A_7	19419	17672	17672	17672 (7302 uniques)	17600 (105 uniques)	17384 (117 uniques)	13655 (85 uniques)	13655 (85 uniques)	13655 (85 uniques)	13655 (58 uniques)	12695 (54 uniques)	12695 (54 uniques)	3000 (54 uniques)	3000 (54 uniques)
PLATEIV_D_10	143312	132518	132518	132518 (47488 uniques)	131851 (1176 uniques)	127900 (1361 uniques)	124055 (1279 uniques)	123989 (1276 uniques)	123989 (1276 uniques)	123989 (796 uniques)	93480 (746 uniques)	93476 (743 uniques)	3000 (549 uniques)	3000 (549 uniques)
PLATEIII_H_10	43205	38875	38875	38875 (11691 uniques)	38775 (109 uniques)	38281 (119 uniques)	37814 (96 uniques)	37814 (96 uniques)	37814 (96 uniques)	37814 (69 uniques)	21604 (56 uniques)	21604 (56 uniques)	3000 (55 uniques)	3000 (55 uniques)
PLATEII_B_3	20727	19064	19064	19064 (3838 uniques)	19012 (63 uniques)	18949 (68 uniques)	18930 (64 uniques)	18930 (64 uniques)	18930 (64 uniques)	18930 (59 uniques)	18900 (56 uniques)	18900 (56 uniques)	3000 (55 uniques)	3000 (55 uniques)
PLATEII_D_11	16351	14916	14916	14916 (3971 uniques)	14860 (83 uniques)	14696 (84 uniques)	14605 (78 uniques)	14605 (78 uniques)	14605 (78 uniques)	14605 (59 uniques)	14488 (55 uniques)	14488 (55 uniques)	3000 (55 uniques)	3000 (55 uniques)
PLATEIV_F_7	40846	37458	37458	37458 (12220 uniques)	37377 (112 uniques)	37102 (130 uniques)	31445 (88 uniques)	31445 (88 uniques)	31445 (88 uniques)	31445 (63 uniques)	28184 (56 uniques)	28184 (56 uniques)	3000 (55 uniques)	3000 (55 uniques)
PLATEIII_A_6	35524	31678	31678	31678 (10285 uniques)	31601 (105 uniques)	31108 (112 uniques)	22840 (83 uniques)	22840 (83 uniques)	22840 (83 uniques)	22840 (62 uniques)	22515 (59 uniques)	22515 (59 uniques)	3000 (56 uniques)	3000 (56 uniques)
PLATEIV_D_6	23066	21026	21026	21026 (8159 uniques)	20928 (118 uniques)	20721 (133 uniques)	17860 (99 uniques)	17860 (99 uniques)	17860 (99 uniques)	17860 (63 uniques)	16635 (56 uniques)	16635 (56 uniques)	3000 (56 uniques)	3000 (56 uniques)
PLATEIV_E_8	69575	63681	63681	63681 (18614 uniques)	63516 (152 uniques)	62651 (214 uniques)	57098 (137 uniques)	57098 (137 uniques)	57098 (137 uniques)	57098 (66 uniques)	50474 (58 uniques)	50474 (58 uniques)	3000 (56 uniques)	3000 (55 uniques)
PLATEIV_E_9	65215	59890	59890	59890 (14960 uniques)	59627 (113 uniques)	59206 (157 uniques)	58244 (111 uniques)	58226 (109 uniques)	58226 (109 uniques)	58226 (63 uniques)	57124 (57 uniques)	57124 (57 uniques)	3000 (56 uniques)	3000 (56 uniques)
PLATEIII_G_9	30986	27213	27213	27213 (8764 uniques)	26922 (103 uniques)	25827 (116 uniques)	24865 (91 uniques)	24865 (91 uniques)	24865 (91 uniques)	24865 (63 uniques)	14077 (57 uniques)	14077 (57 uniques)	3000 (57 uniques)	3000 (57 uniques)
PLATEIII_C_5	48535	42318	42318	42318 (12315 uniques)	42216 (110 uniques)	41765 (120 uniques)	37001 (85 uniques)	37001 (85 uniques)	37001 (85 uniques)	37001 (63 uniques)	25733 (59 uniques)	25733 (59 uniques)	3000 (58 uniques)	3000 (58 uniques)
PLATEII_B_8	27855	25163	25163	25163 (5960 uniques)	25093 (83 uniques)	24966 (99 uniques)	24966 (88 uniques)	24966 (88 uniques)	24966 (88 uniques)	24966 (67 uniques)	20799 (60 uniques)	20799 (60 uniques)	3000 (58 uniques)	3000 (58 uniques)
PLATEII_C_10	78902	71655	71655	71655 (9651 uniques)	71529 (83 uniques)	71321 (91 uniques)	71219 (82 uniques)	71219 (82 uniques)	71219 (82 uniques)	71219 (69 uniques)	34790 (62 uniques)	34790 (62 uniques)	3000 (58 uniques)	3000 (58 uniques)
PLATEIV_B_7	59315	54820	54820	54820 (16956 uniques)	54717 (119 uniques)	54160 (135 uniques)	43292 (100 uniques)	43292 (100 uniques)	43292 (100 uniques)	43292 (70 uniques)	29214 (59 uniques)	29214 (59 uniques)	3000 (58 uniques)	3000 (58 uniques)
PLATEIV_C_7	70834	64885	64885	64885 (19193 uniques)	64665 (122 uniques)	64061 (141 uniques)	46446 (101 uniques)	46446 (101 uniques)	46446 (101 uniques)	46446 (64 uniques)	35080 (58 uniques)	35080 (58 uniques)	3000 (58 uniques)	3000 (58 uniques)
PLATEI_G_8	26741	23471	23471	23471 (7602 uniques)	23376 (85 uniques)	22977 (98 uniques)	22705 (81 uniques)	22705 (81 uniques)	22705 (81 uniques)	22705 (61 uniques)	22038 (58 uniques)	22038 (58 uniques)	3000 (58 uniques)	3000 (58 uniques)
PLATEII_C_4	17807	16139	16139	16139 (4096 uniques)	16076 (83 uniques)	15972 (90 uniques)	15972 (82 uniques)	15972 (82 uniques)	15972 (82 uniques)	15972 (64 uniques)	15580 (60 uniques)	15580 (60 uniques)	3000 (59 uniques)	3000 (59 uniques)
PLATEIV_H_10	60973	53938	53938	53938 (13757 uniques)	53857 (123 uniques)	53224 (130 uniques)	49278 (94 uniques)	49278 (94 uniques)	49278 (94 uniques)	49278 (69 uniques)	17861 (59 uniques)	17861 (59 uniques)	3000 (59 uniques)	3000 (59 uniques)
PLATEVI_B_1	121003	109528	109528	109528 (44113 uniques)	108938 (1245 uniques)	105481 (1449 uniques)	101963 (1347 uniques)	101863 (1339 uniques)	101863 (1339 uniques)	101863 (809 uniques)	80886 (771 uniques)	80885 (770 uniques)	3000 (599 uniques)	3000 (597 uniques)
PLATEIV_F_6	27514	25387	25387	25387 (9430 uniques)	25252 (118 uniques)	24948 (132 uniques)	23789 (95 uniques)	23789 (95 uniques)	23789 (95 uniques)	23789 (70 uniques)	21543 (60 uniques)	21543 (60 uniques)	3000 (60 uniques)	3000 (60 uniques)
PLATEIV_G_9	58263	52071	52071	52071 (13337 uniques)	51930 (126 uniques)	51213 (137 uniques)	48188 (99 uniques)	48188 (99 uniques)	48188 (99 uniques)	48188 (70 uniques)	40455 (61 uniques)	40455 (61 uniques)	3000 (60 uniques)	3000 (60 uniques)
PLATEI_F_2	34050	31256	31256	31256 (10539 uniques)	31159 (100 uniques)	25266 (108 uniques)	24296 (88 uniques)	24296 (88 uniques)	24296 (88 uniques)	24296 (64 uniques)	23861 (60 uniques)	23861 (60 uniques)	3000 (60 uniques)	3000 (60 uniques)
PLATEV_A_8	6312	5675	5675	5675 (1600 uniques)	5560 (78 uniques)	5474 (76 uniques)	5474 (72 uniques)	5474 (72 uniques)	5474 (72 uniques)	5474 (61 uniques)	5471 (60 uniques)	5471 (60 uniques)	3000 (60 uniques)	3000 (60 uniques)
PLATEV_C_2	22056	19672	19672	19672 (5230 uniques)	19603 (86 uniques)	19508 (94 uniques)	19508 (87 uniques)	19508 (87 uniques)	19508 (87 uniques)	19508 (63 uniques)	19451 (60 uniques)	19451 (60 uniques)	3000 (60 uniques)	3000 (60 uniques)
PLATEIII_B_5	30036	25319	25319	25319 (9386 uniques)	25127 (101 uniques)	24924 (115 uniques)	23833 (94 uniques)	23833 (94 uniques)	23833 (94 uniques)	23833 (68 uniques)	22520 (61 uniques)	22520 (61 uniques)	3000 (61 uniques)	3000 (61 uniques)
